"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Cl","0.0656634709893061","0.0104725101360852","0.95399064170167","0.07302060;0.05631304;0.06829305;0.05330335;0.07738732"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0641222950751938","0.0084365825896542","0.956389802046325","0.07141667;0.05981750;0.06730026;0.05145088;0.07062616"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Cl","0.0603640558803021","0.00899418587065112","0.961177956974718","0.07280437;0.05695383;0.06664235;0.05325765;0.05216208"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Cl","0.0594896742052718","0.00873447760768183","0.962309441656013","0.07118279;0.06028013;0.06410493;0.05134347;0.05053706"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0657727793052375","0.0103059199189909","0.953868997058873","0.07247976;0.05709465;0.06860188;0.05317453;0.07751308"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0641838219084485","0.00830433260373209","0.956323945922488","0.07101716;0.06043699;0.06797237;0.05133544;0.07015715"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs*Sn + Cs*Cl","0.0579973930308164","0.00515778706743001","0.964593591319421","0.06511280;0.05301287;0.05820630;0.05307546;0.06057954"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0571763751358839","0.00471247082944044","0.965614347891528","0.06406936;0.05405299;0.05798122;0.05169148;0.05808683"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0608312402026884","0.00771612637785928","0.960807942549163","0.06587961;0.05307996;0.06159774;0.05313562;0.07046327"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0599928892371686","0.00672677800784136","0.961976581663009","0.06457259;0.05374517;0.06374375;0.05171433;0.06618861"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Sn + Cs*Cl","0.057984363230476","0.00482372844724329","0.964636100250829","0.06488559;0.05381917;0.05811997;0.05308761;0.06000947"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0572150843231859","0.00457173785690285","0.965577537195882","0.06403560;0.05477215;0.05804340;0.05170706;0.05751721"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0610537727279755","0.00747727966103818","0.960553429771152","0.06563409;0.05384351;0.06227100;0.05315223;0.07036804"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs*Br + Cs*Cl","0.0602902837794641","0.00975874414877506","0.961149695305693","0.07470560;0.05618394;0.06576105;0.05335947;0.05144136"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Br + Cs*Cl","0.0594449384744413","0.0093321234587665","0.962273718821335","0.07279536;0.05946369;0.06352943;0.05146708;0.04996914"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0652576711781715","0.0101205377146777","0.954602975626389","0.07431978;0.05632565;0.06699890;0.05329895;0.07534506"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0638456250868181","0.00839654898556484","0.956763229729064","0.07257517;0.05960608;0.06635360;0.05148510;0.06920818"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Br + Cs*Cl","0.0602376484889922","0.00969378856639443","0.96122610440297","0.07443479;0.05660761;0.06572883;0.05322206;0.05119495"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0594351184542502","0.00930969926532802","0.962289044686697","0.07260106;0.05987898;0.06347454;0.05134484;0.04987617"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0654415280368837","0.0101772542660189","0.954342568977918","0.07407180;0.05676751;0.06726120;0.05315844;0.07594869"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0566949941811049","0.00513508140594215","0.966160988461376","0.06387364;0.05155588;0.05559216;0.05262958;0.05982371"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.056446748266856","0.00463354895844794","0.966490182662169","0.06307321;0.05259979;0.05710924;0.05150027;0.05795124"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0583753939945815","0.00680687794009679","0.963979979569573","0.06455104;0.05149615;0.05681962;0.05261672;0.06639344"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0568228618902519","0.00505220919549685","0.966015659999925","0.06393944;0.05200068;0.05573773;0.05259252;0.05984394"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Br*Cl","0.0917715257915678","0.0121000399519763","0.910610340273779","0.09739088;0.10849083;0.09281798;0.08003054;0.08012739"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0895257254660792","0.00972255047029178","0.915319320200596","0.10233796;0.09276097;0.09282115;0.08152129;0.07818725"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Sn","0.0887857672355711","0.015630573965948","0.91540902695436","0.09799040;0.10690248;0.09196968;0.08020011;0.06686618"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0905236087639573","0.00716383224848139","0.913828890772421","0.10098250;0.09277557;0.08934736;0.08137140;0.08814122"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0915751635373794","0.0119683639375062","0.911013120285102","0.09749888;0.10762225;0.09316022;0.08025317;0.07934130"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Br","0.0901104195425683","0.00991368616299499","0.914186584320651","0.10287200;0.09394706;0.09355204;0.08129561;0.07888538"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Br","0.0896905046591379","0.0170082622195172","0.913334205674708","0.09971400;0.11009757;0.09222979;0.07992315;0.06648801"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Br","0.0914150287897814","0.00732179850136216","0.912114350100266","0.10169529;0.09343884;0.09038757;0.08130353;0.09024992"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0920191232800212","0.0120985689010741","0.910132983395676","0.09781091;0.10827472;0.09382353;0.08012924;0.08005722"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Cs*Sn + Cs*Br","0.0869522344176649","0.0134008146017948","0.919339752782839","0.10135427;0.09133795;0.09378679;0.08178019;0.06650198"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0891803200351539","0.00854221838618102","0.916162108168613","0.10282064;0.08923151;0.08992355;0.08269905;0.08122685"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0894813527402032","0.0100784121136889","0.915340875853084","0.10219439;0.09210934;0.09426280;0.08191516;0.07692506"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Br*Cl + Cs*Sn + Cs*Br","0.0860057760476454","0.0125463558132137","0.921246874255592","0.10096716;0.09216150;0.08775416;0.08176456;0.06738150"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0890869690522578","0.0158085254103136","0.914798922639056","0.09820834;0.10651495;0.09391919;0.08035866;0.06643371"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0901454316089765","0.00703217367777812","0.914557907648276","0.10074110;0.09191190;0.08966513;0.08179644;0.08661258"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0903133382310241","0.0100405726608008","0.913778539339981","0.09748235;0.09351955;0.10111727;0.08025972;0.07918780"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Cl","0.0879076455787654","0.0154500679201006","0.917087199500939","0.09306500;0.10969775;0.08883104;0.07963643;0.06830801"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0905960993047981","0.00657725811182157","0.913764998298461","0.09774899;0.09460502;0.08947903;0.08037230;0.09077515"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0910274378064545","0.0125724769969593","0.911937830554105","0.09341090;0.11019720;0.09217979;0.07960957;0.07973972"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0868718759274695","0.00823137577450988","0.920450364385379","0.09582162;0.09214750;0.08941521;0.08131849;0.07565656"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0889018810698854","0.00656748048099342","0.916936609636102","0.09734895;0.08916942;0.09306149;0.08178374;0.08314581"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0894989387312806","0.00990126874865865","0.915337461539815","0.09626897;0.09128330;0.10109030;0.08113451;0.07771761"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0862547235894505","0.0079866472729014","0.921608260376382","0.09579783;0.09296007;0.08460814;0.08116682;0.07674075"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0882968192340348","0.0134304564739092","0.916870040902388","0.09241789;0.10782696;0.08882092;0.08012078;0.07229755"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0892324483350446","0.0058107251234089","0.916408552347437","0.09621260;0.09321216;0.08849545;0.08114604;0.08709600"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Cs*Br + Cs*Cl","0.0862079370204848","0.0113179589300688","0.921129215870197","0.09763962;0.09330556;0.09014002;0.08061669;0.06933779"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0901556924262461","0.00725361094625795","0.914506278509941","0.09979749;0.09003100;0.09419350;0.08122093;0.08553554"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0901862617287777","0.0101101478230139","0.914006273417656","0.09825772;0.09318818;0.10044924;0.08045387;0.07858229"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Br*Cl + Cs*Br + Cs*Cl","0.0856582290269345","0.0109801251447429","0.922186594053427","0.09771089;0.09404018;0.08578986;0.08062993;0.07012029"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0879989845482459","0.0154738680780122","0.916911872581671","0.09372538;0.10940668;0.08909338;0.07967524;0.06809424"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0902995501071299","0.00658336604433167","0.914325822002657","0.09821088;0.09410836;0.08846200;0.08066479;0.09005173"
"M4","8","Sn + Br + Cl + Cs + Cl^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0860092432327571","0.00713258053450901","0.922167059276499","0.09652411;0.08861142;0.08502282;0.08235350;0.07753437"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0868165920836582","0.0082318528487374","0.920551158190159","0.09588836;0.09141604;0.08981120;0.08162686;0.07534050"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0877553445660833","0.00645907890567745","0.91906944868416","0.09696906;0.08818301;0.09033388;0.08214103;0.08114974"
"M4","9","Sn + Br + Cl + Cs + Cl^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0858803286953555","0.00788272420502055","0.92229837972171","0.09565027;0.09202276;0.08394950;0.08152569;0.07625342"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl","0.0690142699251028","0.0102675360454583","0.949276619212574","0.08272438;0.06757646;0.06774308;0.05430701;0.07272042"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl","0.0688256929956375","0.013370687620657","0.948892684046433","0.08467283;0.07961546;0.06835688;0.05416910;0.05731418"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl","0.0733329950767566","0.0131848772827154","0.942309818683022","0.08427694;0.06545979;0.06994565;0.05764702;0.08933558"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl","0.070009342588685","0.0101319514708856","0.947847919466616","0.07926163;0.07611067;0.06770063;0.05355261;0.07342117"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn","0.0629670367149346","0.0109756205340224","0.957477870056432","0.07985083;0.06256845;0.06580385;0.05428535;0.05232671"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn","0.0691366496254148","0.0102562132221442","0.949124272786012","0.08174330;0.06386533;0.06459723;0.05750321;0.07797418"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0661346097633657","0.00897482425551187","0.953557397082116","0.07920510;0.06292010;0.06644170;0.05437173;0.06773441"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn","0.0642468302197884","0.0107563676073927","0.955820435730103","0.08212130;0.06432439;0.06285404;0.05742510;0.05450932"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn","0.0639269435184267","0.01078790882202","0.956233063896928","0.07847680;0.06830978;0.06637152;0.05350124;0.05297537"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0696358280647547","0.0109227846606189","0.948288109606248","0.08123615;0.06337213;0.06513363;0.05732724;0.08110999"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0671515034761695","0.00848951240317252","0.952207353244044","0.07683737;0.06845798;0.06793351;0.05342739;0.06910127"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Br","0.0671892555326348","0.0131495985236537","0.951277584423596","0.08747395;0.06759333;0.06984928;0.05509250;0.05593722"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Br","0.0729654830404425","0.0119874217700854","0.943114421265079","0.08583066;0.06583321;0.06953484;0.05869964;0.08492907"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br","0.0690665002118684","0.0100676449505971","0.949235496734719","0.08286067;0.06731154;0.06782066;0.05494427;0.07239536"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Br","0.0689905149867739","0.0135483377385616","0.948622775496231","0.09051758;0.06754881;0.07158697;0.05919273;0.05610648"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br","0.0689441424910785","0.0133795180663344","0.948719894802311","0.08487629;0.07968495;0.06843959;0.05441064;0.05730925"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br","0.073270628753513","0.0129208391883631","0.942463667897204","0.08449172;0.06500501;0.06959751;0.05846684;0.08879206"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0701472896127799","0.00996317830110552","0.94767419428363","0.07941897;0.07584827;0.06814105;0.05390433;0.07342383"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Br","0.0637457838122807","0.0104864461089719","0.956542546587832","0.08131113;0.06290711;0.06233918;0.05846130;0.05371019"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br","0.0631136999411411","0.010880463792302","0.957302041008923","0.07912339;0.06147239;0.06800336;0.05509541;0.05187394"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br","0.06828991933066","0.00930392465122747","0.950496776572584","0.08057930;0.06242034;0.06453344;0.05849913;0.07541738"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0661055730780785","0.00857721492998473","0.953653966323653","0.07837984;0.06187066;0.06888515;0.05524489;0.06614732"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br","0.0637208870988301","0.0103980955859913","0.956591484002476","0.08116786;0.06281678;0.06238162;0.05834384;0.05389434"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0641408816633811","0.0107202165807615","0.955957980773483","0.07795679;0.06705209;0.06907523;0.05414100;0.05247931"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0688306726560972","0.00992689596585687","0.949626788777731","0.08019757;0.06197851;0.06518949;0.05828511;0.07850267"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Cl","0.0638713805028585","0.0100419612331378","0.956442703176227","0.07828666;0.06612931;0.06635625;0.05366988;0.05491480"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Cl","0.0723525260196112","0.0120457825346233","0.94404020133023","0.08186588;0.06509468;0.07097363;0.05716739;0.08666104"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0689104973183056","0.00948491303743499","0.949556055251089","0.07815256;0.06632532;0.07342749;0.05370783;0.07293928"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Cl","0.0660022036477665","0.00990633901165246","0.953574319954317","0.08159928;0.06582265;0.06768774;0.05718325;0.05771811"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Cl","0.0653501992494232","0.0115908319106718","0.954153335802953","0.07593236;0.07808246;0.06494303;0.05328017;0.05451297"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0723330599454858","0.0129373398596612","0.943893323034058","0.08098450;0.06529665;0.06857892;0.05714286;0.08966236"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0691697701469936","0.00980095052726193","0.949129468340789","0.07548115;0.07722167;0.06647259;0.05323117;0.07344227"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Cl","0.0636613826078224","0.00694141343023024","0.957198015481465","0.07485362;0.06278696;0.05861901;0.05732491;0.06472242"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0618389507586267","0.00645051809227291","0.959635208132226","0.07206129;0.06152055;0.06152431;0.05423692;0.05985168"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0675881871875456","0.00889040306511834","0.951567147382123","0.07546434;0.06292782;0.06393743;0.05734189;0.07826946"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0654584778941493","0.00774304192575218","0.954663353985838","0.07225473;0.06119254;0.07217215;0.05421710;0.06745586"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0635330501677874","0.00687310137594165","0.957376513612828","0.07461229;0.06277106;0.05855222;0.05721926;0.06451042"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0624953317732587","0.0069968939944355","0.958711477732867","0.07064007;0.06803106;0.06197563;0.05346832;0.05836157"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0679472406832976","0.00946151128828011","0.950974025650618","0.07536749;0.06306228;0.06389856;0.05726670;0.08014117"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Br + Cs*Cl","0.0661056824408823","0.010334076138405","0.95335877057121","0.08273210;0.06461769;0.06798374;0.05792390;0.05727098"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Br + Cs*Cl","0.0639150287942964","0.0101165890401777","0.956371914621902","0.07869698;0.06589863;0.06620496;0.05412135;0.05465323"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0723228798493976","0.0117220080642573","0.944148909686162","0.08234168;0.06468681;0.07076046;0.05798150;0.08584395"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0689721682024561","0.00936964153193599","0.949484928124772","0.07853919;0.06607624;0.07350633;0.05420687;0.07253220"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Br + Cs*Cl","0.0660126914691544","0.0100735616930561","0.953532160371806","0.08213538;0.06541331;0.06742545;0.05785728;0.05723205"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0653926677713459","0.011587326326935","0.954095969618953","0.07632816;0.07784919;0.06487721;0.05351827;0.05439051"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0722707634984213","0.0126709297396325","0.944044345572542","0.08148077;0.06485837;0.06818582;0.05787192;0.08895694"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0628786824728949","0.00671773999066341","0.95826493339952","0.07362814;0.06131692;0.05675640;0.05815682;0.06453514"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.06171662772801","0.00592122602638178","0.959850568908787","0.07116179;0.06040826;0.06216242;0.05494626;0.05990440"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0658670022455852","0.00839237205014504","0.954044862340998","0.07418211;0.06140508;0.05990523;0.05812039;0.07572220"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0627964428753666","0.00665790208616792","0.958379485453853","0.07347246;0.06130099;0.05678754;0.05805148;0.06436975"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl","0.0885884475258639","0.00876837384607941","0.917218045632535","0.09905778;0.09141186;0.09340387;0.08072135;0.07834738"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl","0.0874817340100806","0.0161490053885281","0.917675361919445","0.09600817;0.10638627;0.09104567;0.07973140;0.06423715"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Br*Cl","0.0891230976221054","0.0060857144631208","0.91657915611978","0.09607159;0.09097676;0.09228523;0.08041563;0.08586628"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Br*Cl","0.0900844804590086","0.0106955468372344","0.914096959629371","0.09413980;0.10474276;0.09238440;0.07988931;0.07926612"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Cs*Sn","0.0851106235642141","0.012610651733134","0.922833804373408","0.09796561;0.08902377;0.09210634;0.08111066;0.06534674"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Cl + Cs*Sn","0.08749956382116","0.00807429691740588","0.919332275149964","0.09852304;0.08676839;0.09219673;0.08147453;0.07853513"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0880159592295341","0.00874532039901831","0.918281291631116","0.09895391;0.08981840;0.09276446;0.08121523;0.07732779"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Br*Cl + Cs*Sn","0.0844836390901432","0.0117728273989206","0.924121672096353","0.09604340;0.09005235;0.08978660;0.08068591;0.06584993"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Sn*Br + Br*Cl + Cs*Sn","0.0868030762573628","0.0147207607321133","0.919290575942339","0.09478736;0.10314323;0.09098415;0.08004333;0.06505731"
