"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0577352517987539","0.00425204214937556","0.964969749239919","0.06262510;0.06068880;0.05776930;0.05171601;0.05587704"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0615779690286584","0.00786046011120393","0.959837668086957","0.06486602;0.05472175;0.06170523;0.05372261;0.07287423"
"M3","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Br + Cs*Cl","0.0604489526838805","0.00964837760500564","0.960966284724461","0.07455764;0.05723833;0.06578580;0.05350052;0.05116246"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br + Cs*Cl","0.0596855114230907","0.00939050140724237","0.96196347152882","0.07281741;0.06077998;0.06349226;0.05166737;0.04967054"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0659590406146572","0.0103273671471858","0.953607083688493","0.07421352;0.05739140;0.06761668;0.05342456;0.07714905"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0646508084065125","0.00849120016226","0.955667446912801","0.07262680;0.06091453;0.06760436;0.05166720;0.07044116"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br + Cs*Cl","0.0603330317512441","0.00911209479249004","0.961198227495259","0.07367105;0.05809919;0.06501784;0.05358631;0.05129077"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0608518139117786","0.0101909725394458","0.96035516695172","0.07066370;0.07095994;0.06165601;0.05137935;0.04960006"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0658537975971979","0.0111537176318802","0.953615126168955","0.07298108;0.05749480;0.06460725;0.05344877;0.08073708"
"M3","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0567182071748437","0.00452986329803722","0.966182413338887","0.06317651;0.05254043;0.05540320;0.05301677;0.05945412"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0565694679088163","0.00411242274794553","0.966382572809179","0.06257969;0.05368144;0.05721542;0.05188648;0.05748431"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0584483934647271","0.00629210901849661","0.963948031020394","0.06363689;0.05246982;0.05668328;0.05304323;0.06640875"
"M3","12","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.056566405207869","0.00442651196914673","0.966369833564998","0.06286780;0.05244220;0.05543850;0.05289242;0.05919110"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0892801491097852","0.00998508234254082","0.915733233461814","0.10196510;0.09258692;0.09330098;0.08157022;0.07697752"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0898138477663776","0.0102260291226343","0.914689514396619","0.10245358;0.09378213;0.09406037;0.08129547;0.07747769"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0887372767461275","0.00958257198777677","0.91681286699058","0.10021651;0.09152401;0.09377800;0.08191069;0.07625718"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0869890223327824","0.0132456678759816","0.919308087327516","0.10107765;0.09126015;0.09403392;0.08179436;0.06677903"
"M4","8","Sn + Br + Cl + Cs + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0889416116042873","0.00866391921807558","0.916587344834926","0.10241753;0.08909390;0.09036554;0.08270387;0.08012722"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0896472657044262","0.010058013368978","0.915029354622474","0.09704607;0.09326592;0.09995117;0.08028024;0.07769294"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0888863650576647","0.00916721775494966","0.916602394952215","0.09600024;0.09066756;0.09885858;0.08102425;0.07788119"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0866606644380509","0.00823681423971951","0.920832978145146","0.09531310;0.09190340;0.08958241;0.08134160;0.07516282"
"M4","8","Sn + Br + Cl + Cs + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0884793984948378","0.00659480017669085","0.917716953075618","0.09696567;0.08897857;0.09254298;0.08179903;0.08211075"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0895539160012226","0.00962277981107177","0.915279293269602","0.09805937;0.09256288;0.09842639;0.08046983;0.07825110"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0860369276917391","0.0112879902728827","0.921443326878037","0.09721003;0.09308117;0.09022925;0.08060024;0.06906394"
"M4","8","Sn + Br + Cl + Cs + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0896309060377765","0.00728469695031886","0.915488267779357","0.09943346;0.08980855;0.09354250;0.08120953;0.08416049"
"M4","8","Sn + Br + Cl + Cs + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0865181518806829","0.00800004035184021","0.9211256367737","0.09537489;0.09077306;0.08954517;0.08161627;0.07528137"
"M4","8","Sn + Br + Cl + Cs + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0873570818554812","0.00639465194166421","0.91980700547668","0.09661792;0.08757659;0.08978182;0.08211529;0.08069380"
"M4","8","Sn + Br + Cl + Cs + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0858206427141836","0.00707439763499687","0.922512940322472","0.09608362;0.08843090;0.08511309;0.08234008;0.07713552"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl","0.068664687578098","0.00997132241381264","0.949828402921181","0.08221011;0.06725271;0.06814952;0.05435615;0.07135494"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0653517025028793","0.00838649802255248","0.95472499273716","0.07691759;0.06195783;0.06544583;0.05408169;0.06835557"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn","0.0629721070958521","0.0107939952207134","0.957505176065487","0.07959624;0.06241725;0.06585823;0.05432754;0.05266128"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0690147945994913","0.0100809724838218","0.949328825503932","0.08169025;0.06371137;0.06486566;0.05752150;0.07728519"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0659609696683456","0.00885191661340579","0.953814224914944","0.07891156;0.06269630;0.06695884;0.05441495;0.06682320"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Br","0.0684605501036198","0.00960858765041557","0.950186725211536","0.08125992;0.06637388;0.06716712;0.05494502;0.07255681"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Br","0.0671845306397282","0.01283579772388","0.951354504659996","0.08712123;0.06742415;0.06956980;0.05509783;0.05670963"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Br","0.0726916577110965","0.0116721435387732","0.943592003178233","0.08558367;0.06557564;0.06978653;0.05869530;0.08381715"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0687424426026088","0.00981560932258308","0.949742622643218","0.08238341;0.06702323;0.06828248;0.05493519;0.07108790"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Br","0.0622856092849418","0.0104015013544302","0.95847550324368","0.07694132;0.06075334;0.06788805;0.05503344;0.05081190"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0673885848600685","0.00908939161356972","0.95181318975789","0.07891197;0.06164891;0.06268465;0.05842177;0.07527561"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0652087072648763","0.00777400797137077","0.955000902571485","0.07600158;0.06100050;0.06758541;0.05517176;0.06628428"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Br","0.0637527114496887","0.010452034778847","0.95653953027266","0.08128379;0.06284955;0.06236371;0.05845535;0.05381116"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0631461674821258","0.0107430671384003","0.95728462346335","0.07890917;0.06137289;0.06816250;0.05510237;0.05218391"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0682059436040844","0.00917126886226472","0.950635819119686","0.08056069;0.06230978;0.06486399;0.05849230;0.07480296"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0688277235062139","0.0097019038957081","0.94964312283901","0.07827289;0.06537653;0.07308547;0.05358483;0.07381889"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Cl","0.0636802854846339","0.00985033676252169","0.956730580196286","0.07782245;0.06581074;0.06619862;0.05369969;0.05486992"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Cl","0.07197438999809","0.0117460641273817","0.944669645884872","0.08163088;0.06482604;0.07055439;0.05720139;0.08565925"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0682933078361887","0.00913219082349973","0.950496485609197","0.07768358;0.06598215;0.07242930;0.05373944;0.07163207"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0616745358477732","0.0064054338239165","0.959854615207257","0.07172540;0.06058999;0.06145673;0.05386468;0.06073588"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0679761815905585","0.00953990090106105","0.950917425135654","0.07596771;0.06220909;0.06529146;0.05681332;0.07959934"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0653662422396712","0.00800681362379192","0.95475821370236","0.07206334;0.06030892;0.07175021;0.05383562;0.06887313"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0635893226867359","0.00689585259924651","0.957299279308079","0.07473239;0.06267495;0.05860745;0.05731739;0.06461442"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0616838890585448","0.00631409887057849","0.95985030558266","0.07166512;0.06128698;0.06163209;0.05424820;0.05958705"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0674623170625354","0.00878431883757768","0.951760055800027","0.07542062;0.06285927;0.06383755;0.05732675;0.07786740"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Br + Cs*Cl","0.0638611606071625","0.0100318612079924","0.956459241994155","0.07872485;0.06505030;0.06642692;0.05416413;0.05493961"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0725781520671252","0.0120076343075365","0.943704785196013","0.08289111;0.06386070;0.07196062;0.05806200;0.08611633"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0688702087653962","0.00946176587410639","0.949619996210362","0.07854337;0.06519003;0.07315786;0.05424947;0.07321030"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Br + Cs*Cl","0.0659987795385797","0.010273444863396","0.953517414194028","0.08254942;0.06442272;0.06787642;0.05792129;0.05722406"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0637413200686327","0.00995383941605434","0.95663208020337","0.07828940;0.06561073;0.06606576;0.05410470;0.05463601"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0719562663429419","0.0114589307759277","0.94475211555715","0.08214339;0.06445084;0.07032954;0.05797671;0.08488086"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0628985275200059","0.00690829324098513","0.958218895887439","0.07374335;0.06064110;0.05667256;0.05806809;0.06536754"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0614874733447366","0.00577973926363115","0.960162063691895","0.07069493;0.05957918;0.06183270;0.05484880;0.06048175"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0660903181271267","0.00850712572892989","0.95372039073975","0.07439444;0.06080318;0.06104792;0.05801744;0.07618861"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0628328665062865","0.0066821914794359","0.958329142679892","0.07354697;0.06124165;0.05678538;0.05813434;0.06445599"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl","0.0882551558881164","0.00919042852160077","0.91776819794316","0.09869798;0.09128835;0.09380915;0.08070044;0.07677986"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0872951978502758","0.00863704718079471","0.919619483419581","0.09733576;0.08933391;0.09261573;0.08121640;0.07597419"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn","0.0851209810459926","0.0124612623543432","0.922847427005701","0.09773336;0.08896448;0.09219516;0.08111520;0.06559670"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0872194546463201","0.00835166958224237","0.919803920170496","0.09811157;0.08664595;0.09256716;0.08147433;0.07729826"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0877773056664549","0.00911576455813377","0.918662255369392","0.09867534;0.08972135;0.09321200;0.08121633;0.07606151"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Br","0.0876876181418804","0.00940497863963138","0.918779002230731","0.09842660;0.09038894;0.09344740;0.08070433;0.07547082"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Br","0.0856039360170747","0.0145036341022219","0.921510569553823","0.10069926;0.09064515;0.09312444;0.08041037;0.06314046"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Br","0.0877286032558764","0.00873103938025353","0.918814367475752","0.09899458;0.08727051;0.09357228;0.08098493;0.07782071"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0881431606380303","0.00972660321174467","0.917887356857188","0.09951327;0.09069477;0.09402093;0.08070096;0.07578587"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Br","0.0846423328715599","0.0127888354416033","0.923627817330505","0.09706256;0.08764893;0.09300142;0.08106071;0.06443805"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0858378777838398","0.00854027794350442","0.922278318975336","0.09602971;0.08526857;0.09203705;0.08138788;0.07446618"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0868357075663908","0.00943099867324592","0.920332533216506","0.09728667;0.08836686;0.09347164;0.08119113;0.07386223"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn + Cs*Br","0.0839338750141017","0.0121492058536168","0.925017882079181","0.09702859;0.08514524;0.09118951;0.08128862;0.06501742"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0849502098942388","0.0129382744695863","0.923048145252133","0.09805358;0.08788235;0.09301853;0.08107463;0.06472196"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0864879160386657","0.00900298375197043","0.921035734158542","0.09771750;0.08557641;0.09275478;0.08139517;0.07499571"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0873413648257308","0.00846210871872691","0.919558816510056","0.09399177;0.09008455;0.09574927;0.08010447;0.07677676"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Cl","0.0841871361932702","0.0106456013879305","0.924861185648921","0.09305538;0.09060053;0.08981317;0.08018779;0.06727882"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0871863867721019","0.00729527083999129","0.920006983863707","0.09376460;0.08690964;0.09528565;0.08033652;0.07963551"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0876527747714874","0.00901670649431493","0.918904152813567","0.09377077;0.09047233;0.09750196;0.08004085;0.07647797"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0849159916115796","0.00717660305342458","0.924109269426873","0.09191983;0.08857844;0.08876379;0.08108037;0.07423753"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0855577216506601","0.00648357252203853","0.923050723810299","0.09203675;0.08496635;0.09206068;0.08120188;0.07752296"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0864646812939494","0.00796104760083869","0.921227884999187","0.09266976;0.08771711;0.09501558;0.08092917;0.07599178"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0842706900184043","0.00639479462384371","0.925347130231642","0.09131959;0.08594443;0.08794269;0.08129734;0.07484940"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0849728948539843","0.00733560100016715","0.923987606752952","0.09187677;0.08900089;0.08893066;0.08105237;0.07400378"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0859288682722411","0.00692799884931965","0.922331954070327","0.09198129;0.08545648;0.09364421;0.08118166;0.07738070"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Br + Cs*Cl","0.0840599580223038","0.0110399480753389","0.925012062827448","0.09449480;0.08967485;0.08936801;0.08012109;0.06664104"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0862848523414477","0.00737569284997023","0.921633150576464","0.09479373;0.08600961;0.09247016;0.08028276;0.07786800"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.086976259063735","0.00891637977882358","0.920156021470339","0.09538382;0.08958223;0.09454573;0.07998345;0.07538606"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Br + Cs*Cl","0.0832275341760941","0.0103006986352741","0.926607963555826","0.09373022;0.08644018;0.08871200;0.08031325;0.06694203"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0840794036001009","0.0111833057112993","0.924950177114176","0.09446912;0.09001459;0.08943869;0.08006623;0.06640838"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0866353884043382","0.00753854518359812","0.920977227340417","0.09473413;0.08636377;0.09365896;0.08022319;0.07819688"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0835232140566511","0.00646627952833297","0.926652983573585","0.09115655;0.08452516;0.08682937;0.08114063;0.07396435"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0845767192402316","0.00741693583199804","0.924680974706301","0.09235111;0.08754426;0.08851211;0.08095269;0.07352342"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0840849239244308","0.00678303593930032","0.925630622143855","0.09173701;0.08395904;0.08917359;0.08094025;0.07461473"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0837015891551418","0.00648840895617628","0.926337892822016","0.09132388;0.08488803;0.08702914;0.08111007;0.07415683"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl","0.0649028405952638","0.00879094984613879","0.955280318335677","0.07467274;0.06117351;0.06679959;0.05186043;0.07000794"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl","0.0632578796691523","0.0119054168958719","0.956910038312502","0.08070893;0.06221569;0.06848212;0.05229543;0.05258723"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl","0.0670061105924927","0.0104876935467007","0.95211575647924","0.07646681;0.05852574;0.06994439;0.05359617;0.07649744"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Br*Cl","0.0653237432448253","0.00902065478435792","0.954670228980175","0.07554211;0.06179309;0.06752273;0.05181711;0.06994367"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Sn","0.0579340908846481","0.00916986919489152","0.964157983476893","0.07112024;0.05552069;0.06300363;0.05166483;0.04836106"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Sn","0.0624932327230333","0.00837560007401981","0.958564391318343","0.07104655;0.05444300;0.06431160;0.05306703;0.06959799"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0613829452531408","0.00750183655138986","0.960111565837957","0.07000321;0.05570072;0.06371759;0.05170521;0.06578799"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Sn","0.0591729748152505","0.0092286673109799","0.96263335894318","0.07342288;0.05561934;0.06307418;0.05314356;0.05060491"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Sn","0.0585961298340765","0.0094259442858667","0.96331037307813","0.07271341;0.05606406;0.06300377;0.05168871;0.04951069"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0632113394042753","0.0086967365887294","0.957571493989974","0.07252763;0.05519176;0.06536517;0.05309459;0.06987755"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.0621043798804162","0.00798926001860359","0.959112884849624","0.07180055;0.05637515;0.06483489;0.05173463;0.06577668"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Br","0.0621169262463038","0.0123009806395821","0.958324904352714","0.07995236;0.06147098;0.06744151;0.05243205;0.04928772"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Br","0.0660962638214852","0.0100341009711587","0.953458767856169","0.07651024;0.05762571;0.06835876;0.05378135;0.07420525"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Br","0.06461530066811","0.00869362297719163","0.955682307178094","0.07512844;0.06087865;0.06633015;0.05203790;0.06870136"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Br","0.0637156156784014","0.0130755155482464","0.95605673248138","0.08311475;0.05886134;0.07065267;0.05457568;0.05137362"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Br","0.0631955254336094","0.012207349380638","0.956931174262639","0.08147508;0.06180279;0.06805192;0.05244177;0.05220608"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Br","0.0666478051139278","0.0103594722159608","0.952636614744307","0.07728770;0.05809084;0.06915464;0.05372211;0.07498374"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.065131252748344","0.0090630211423213","0.954925082483873","0.07619411;0.06131729;0.06717587;0.05199170;0.06897730"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cs*Sn + Cs*Br","0.0577267139074221","0.00878672913971559","0.964471927004932","0.07087495;0.05324909;0.06235809;0.05280489;0.04934655"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Sn + Cs*Br","0.0575882913679589","0.00915266588311046","0.964579658100016","0.07008061;0.05392207;0.06409574;0.05160678;0.04823626"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0609461949875277","0.00764682023725263","0.960655773923708","0.06958179;0.05294430;0.06382331;0.05283268;0.06554888"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0604973195972177","0.00723847949935426","0.961269781650656","0.06881325;0.05425204;0.06485241;0.05172512;0.06284378"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Br*Cl + Cs*Sn + Cs*Br","0.0581862337022253","0.00916714728504492","0.963856567857584","0.07235464;0.05353323;0.06229233;0.05281071;0.04994026"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0581282158838484","0.00953005411800594","0.963865987043573","0.07180313;0.05421175;0.06403133;0.05161207;0.04898280"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0618363954809802","0.00830471649680995","0.959422716915545","0.07129068;0.05334114;0.06519839;0.05283184;0.06651993"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Sn*Br + Cs*Cl","0.0595457252393006","0.00879516858149397","0.962231179640359","0.07160013;0.05969192;0.06420558;0.05146049;0.05077050"
