Model ID,k,Terms,AIC rank,BIC rank,AIC,BIC,Train RMSE,Test RMSE,Test R2,Contains Cl2,Interaction count
161,4,"Sn, Cl, Cl², SnBr",327,327,-1789.312290113506,-1768.0624139022086,0.17608509176910858,0.1727184666055765,0.8095537091819462,Yes,1
165,4,"Sn, Cl, SnBr, BrCl",328,328,-1788.3721926983233,-1767.122316487026,0.176244949171643,0.17241083299525833,0.8102315232582576,No,2
184,4,"Sn, Cl², SnBr, BrCl",331,329,-1787.1189665862876,-1765.8690903749903,0.17645827776232437,0.1721548539845066,0.8107946048821404,Yes,2
308,5,"Sn, Cl, Cl², SnBr, SnCl",329,330,-1788.0592995095615,-1762.5594480560046,0.17595817110608158,0.17267056546334208,0.8096593299650541,Yes,2
309,5,"Sn, Cl, Cl², SnBr, BrCl",330,331,-1787.9247516234034,-1762.4249001698465,0.17598102471360436,0.17337836857407726,0.8080956605049778,Yes,2
311,5,"Sn, Cl, SnBr, SnCl, BrCl",332,332,-1787.079416991524,-1761.5795655379673,0.17612467680195334,0.17241545060065272,0.810221358146691,No,3
326,5,"Sn, Cl², SnBr, SnCl, BrCl",334,333,-1785.7532245993184,-1760.2533731457615,0.176350279862831,0.1721896502223843,0.8107181121068066,Yes,3
432,6,"Sn, Cl, Cl², SnBr, SnCl, BrCl",333,334,-1786.7729963595355,-1757.023169663719,0.17583699586835183,0.17329438681661377,0.8082815263721825,Yes,3
145,4,"Sn, Br, Br², BrCl",335,335,-1772.7586555593646,-1751.5087793480673,0.17892125017732605,0.18629862548251122,0.7784283087688101,No,1
68,3,"Sn, Br², BrCl",340,336,-1765.4648471670534,-1748.4649461980155,0.18053354825578186,0.18950545876850056,0.7707346512515444,No,1
53,3,"Sn, Br, BrCl",341,337,-1764.8447921239674,-1747.8448911549294,0.18064163150141932,0.1866985415389127,0.7774760185015094,No,1
56,3,"Sn, Cl, Cl²",342,338,-1764.47331673647,-1747.473415767432,0.18070641523898984,0.2037067070407455,0.7350855621314845,Yes,0
163,4,"Sn, Cl, Cl², BrCl",337,339,-1767.9050116495873,-1746.65513543829,0.17976146010397193,0.20397194504313332,0.7343952449383742,Yes,1
286,5,"Sn, Br, Br², SnBr, BrCl",336,340,-1771.561879497115,-1746.062028043558,0.17878258402488206,0.18813140098587003,0.7740472920412864,No,2
150,4,"Sn, Br, SnBr, BrCl",339,341,-1765.9848469942503,-1744.734970782953,0.18009494627903241,0.1920137954143471,0.764625269620225,No,2
59,3,"Sn, Cl, BrCl",345,342,-1761.56251398243,-1744.562613013392,0.1812148518838054,0.20360922743855803,0.7353390400427655,No,1
57,3,"Sn, Cl, SnBr",346,343,-1761.4264586148738,-1744.4265576458358,0.18123865195360062,0.18576786459082595,0.7796890165799575,No,1
181,4,"Sn, Br², SnBr, BrCl",343,344,-1763.590871495434,-1742.3409952841366,0.18051158856908914,0.18904873067552674,0.7718384267609153,No,2
71,3,"Sn, Cl², BrCl",351,345,-1758.8882465702409,-1741.888345601203,0.18168323315014936,0.20355733612887011,0.7354739244382638,Yes,1
162,4,"Sn, Cl, Cl², SnCl",344,346,-1762.5050659722215,-1741.2551897609242,0.18070087739857704,0.2036959788810917,0.735113464693826,Yes,1
310,5,"Sn, Cl, Cl², SnCl, BrCl",338,347,-1766.087407987506,-1740.587556533949,0.17972981440328928,0.2039255058212795,0.7345161740594817,Yes,2
164,4,"Sn, Cl, SnBr, SnCl",347,348,-1761.0751677342569,-1739.8252915229596,0.18095045486994557,0.1852800625934404,0.7808445128698237,No,2
166,4,"Sn, Cl, SnCl, BrCl",350,349,-1759.5807258869324,-1738.3308496756351,0.1812116663253408,0.20360101565648805,0.7353603877422425,No,2
185,4,"Sn, Cl², SnCl, BrCl",352,350,-1756.8916118194027,-1735.6417356081054,0.18168264298764444,0.20355352091246376,0.7354838402171275,Yes,2
356,5,"Br, Sn², SnBr, SnCl, BrCl",349,351,-1760.251643267824,-1734.751791814267,0.18074508522332822,0.2167394293908958,0.7001038968130753,No,3
457,6,"Br, Sn², Br², SnBr, SnCl, BrCl",348,352,-1760.6759074813863,-1730.9260807855699,0.18032263196751716,0.21345678706558432,0.7091192993483079,No,3
352,5,"Br, Sn², Br², SnCl, BrCl",353,353,-1749.0414337719922,-1723.5415823184353,0.18271148703947632,0.20144373818972697,0.7409387150137001,No,2
211,4,"Br, Sn², SnCl, BrCl",354,354,-1744.1908234854268,-1722.9409472741295,0.18392368081372507,0.2008593733167618,0.7424395483401355,No,2
247,4,"Sn², Br², SnCl, BrCl",356,355,-1737.521937341835,-1716.2720611305376,0.18511144371444982,0.20662397612676883,0.7274435899145772,No,2
380,5,"Sn², Br², SnBr, SnCl, BrCl",355,356,-1739.749169010432,-1714.2493175568752,0.18435766507048532,0.2110839334900616,0.7155503993605212,No,3
12,2,"Sn, Cl",357,357,-1725.6586726878695,-1712.908746961091,0.18796768761789653,0.21581797256372595,0.7026484627637748,No,0
58,3,"Sn, Cl, SnCl",358,358,-1723.9485009143364,-1706.9485999452984,0.18791510970100667,0.21546301127999085,0.7036257815955493,No,1
221,4,"Br, SnBr, SnCl, BrCl",360,359,-1718.963627834918,-1697.7137516236207,0.18845730231844948,0.23800895604962408,0.63835574515834,No,3
210,4,"Br, Sn², SnBr, BrCl",361,360,-1718.3989617701957,-1697.1490855588984,0.18856004792570047,0.21100875330626806,0.7157529838456562,No,2
351,5,"Br, Sn², Br², SnBr, BrCl",359,361,-1719.0075669144126,-1693.5077154608557,0.1880858587699828,0.2080792757814795,0.7235907156312853,No,2
171,4,"Sn, Sn², Cl², SnBr",364,362,-1714.5566413383608,-1693.3067651270635,0.18926067853999803,0.2249691097218997,0.6768971784081224,Yes,1
360,5,"Br, Br², SnBr, SnCl, BrCl",362,363,-1717.0415426216791,-1691.5416911681223,0.18844312948217534,0.2373330517187964,0.6404068430901264,No,3
85,3,"Br, Sn², BrCl",366,364,-1707.587114515165,-1690.587213546127,0.19090638189225126,0.19991426640337692,0.7448576528110704,No,1
205,4,"Br, Sn², Br², BrCl",365,365,-1711.83697809821,-1690.5871018869127,0.1897581703540347,0.2004757561423095,0.743422427641613,No,1
318,5,"Sn, Sn², Cl², SnBr, SnCl",363,366,-1714.8425775848616,-1689.3427261313047,0.18884353482589847,0.22455224222400322,0.6780934873038074,Yes,2
114,3,"Sn², Br², BrCl",368,367,-1701.4633616043893,-1684.4634606353513,0.192038163236366,0.20558982217755506,0.7301650545249658,No,1
246,4,"Sn², Br², SnBr, BrCl",367,368,-1701.768563935184,-1680.5186877238866,0.1916113343988815,0.20785388099705038,0.724189213179864,No,2
226,4,"Cl, Sn², Cl², SnBr",369,369,-1700.0104998270274,-1678.76062361573,0.19193676972407142,0.20152616954136146,0.7407266544027695,Yes,1
230,4,"Cl, Sn², SnBr, BrCl",371,370,-1698.7143604657506,-1677.4644842544533,0.19217705204968485,0.20084551406831277,0.7424750903323332,No,2
249,4,"Sn², Cl², SnBr, BrCl",375,371,-1697.2771492969057,-1676.0272730856084,0.19244383841594706,0.20034434170808638,0.7437586971822742,Yes,2
97,3,"Cl, Sn², Cl²",379,372,-1691.7233455566054,-1674.7234445875674,0.19385213525149833,0.22162177503174438,0.6864405968024094,Yes,0
94,3,"Br, SnBr, BrCl",380,373,-1691.6838932222577,-1674.6839922532197,0.1938595175535037,0.22925836187830026,0.6644591957686516,No,2
369,5,"Cl, Sn², Cl², SnBr, BrCl",370,374,-1699.3447786525,-1673.8449271989432,0.19168973080235852,0.20327083046661157,0.7362180379562027,Yes,2
368,5,"Cl, Sn², Cl², SnBr, SnCl",372,375,-1698.6253117213387,-1673.1254602677818,0.19182289906673305,0.20119864329326703,0.7415687268742766,Yes,2
228,4,"Cl, Sn², Cl², BrCl",377,376,-1693.894992783966,-1672.6451165726687,0.19307312294474788,0.222168268565972,0.6848922881030222,Yes,1
100,3,"Cl, Sn², BrCl",383,377,-1689.2590302009226,-1672.2591292318846,0.1943137968422231,0.2214516060891691,0.6869219356687998,No,1
371,5,"Cl, Sn², SnBr, SnCl, BrCl",374,378,-1697.2985246042276,-1671.7986731506708,0.19206872068151706,0.2005724948138526,0.7431747471978545,No,3
381,5,"Sn², Cl², SnBr, SnCl, BrCl",376,379,-1695.7953044404153,-1670.2954529868584,0.1923476117436872,0.20010464600290873,0.7443714741368987,Yes,3
117,3,"Sn², Cl², BrCl",386,380,-1687.0190157186048,-1670.0191147495668,0.19473439203425535,0.22134277592335266,0.6872295781917175,Yes,1
216,4,"Br, Br², SnBr, BrCl",381,381,-1689.973194434736,-1668.7233182234386,0.19380539017555365,0.22815121870020508,0.6676921832017474,No,2
227,4,"Cl, Sn², Cl², SnCl",382,382,-1689.916288263131,-1668.6664120518337,0.19381603595325028,0.22149752421098592,0.686792088363724,Yes,1
464,6,"Cl, Sn², Cl², SnBr, SnCl, BrCl",373,383,-1698.0898138015132,-1668.3399871056968,0.19155192747529412,0.2028839353077364,0.7372212201625634,Yes,3
370,5,"Cl, Sn², Cl², SnCl, BrCl",378,384,-1692.298404620028,-1666.798553166471,0.19299795612964565,0.22196596093217194,0.6854659044078423,Yes,2
231,4,"Cl, Sn², SnCl, BrCl",384,385,-1687.4219501191626,-1666.1720739078653,0.19428324172754083,0.22133858996466663,0.687241408093809,No,2
61,3,"Sn, Sn², Cl²",390,386,-1682.011776043809,-1665.011875074771,0.19567786884731928,0.23270220671595124,0.6543027102271639,Yes,0
250,4,"Sn², Cl², SnCl, BrCl",389,387,-1685.1327239244408,-1663.8828477131435,0.19471301975316593,0.2212466482154074,0.6875011874631224,Yes,2
274,5,"Sn, Br, Sn², Br², SnCl",387,388,-1685.4330546369713,-1659.9332031834144,0.19428115928530584,0.28238406927017334,0.4909325184161397,No,1
279,5,"Sn, Br, Sn², SnBr, SnCl",388,389,-1685.3882689387667,-1659.8884174852099,0.19428955813225504,0.276676950724216,0.5113015826375117,No,2
172,4,"Sn, Sn², Cl², SnCl",391,390,-1680.621003646183,-1659.3711274348857,0.1955628328300581,0.23167342740117636,0.6573526173831303,Yes,1
140,4,"Sn, Br, Sn², SnCl",392,391,-1680.3317081759992,-1659.081831964702,0.19561744995510613,0.27816441585242024,0.5060327961806304,No,1
406,6,"Sn, Br, Sn², Br², SnBr, SnCl",385,392,-1687.3754446652324,-1657.625617969416,0.19354324749527718,0.2788769357149288,0.5034989550437515,No,2
255,4,"Br², SnBr, SnCl, BrCl",393,393,-1677.2684675335984,-1656.018591322301,0.19619670679622783,0.2323505012904047,0.6553468922619515,No,3
98,3,"Cl, Sn², SnBr",394,394,-1671.47159234324,-1654.471691374202,0.1976788419308714,0.21180760172456864,0.7135966741835646,No,1
229,4,"Cl, Sn², SnBr, SnCl",395,395,-1670.9275220455045,-1649.6776458342072,0.1974012315452159,0.2109471388957445,0.7159189594753217,No,2
169,4,"Sn, Sn², Br², SnCl",396,396,-1670.201810594182,-1648.9519343828847,0.1975395583029704,0.2932969013172059,0.4508260597257183,No,1
26,2,"Cl, Sn²",399,397,-1656.0627510479385,-1643.31282532116,0.20102868397593718,0.23353565362445836,0.6518219748027929,No,0
315,5,"Sn, Sn², Br², SnBr, SnCl",397,398,-1668.2490536750652,-1642.7492022215083,0.19753055042213172,0.29287213443051935,0.45241558887968003,No,2
125,3,"Br², SnBr, BrCl",398,399,-1657.0576043616682,-1640.0577033926302,0.20044839241449683,0.22654988994262276,0.6723405617405407,No,2
69,3,"Sn, Cl², SnBr",400,400,-1654.9544760343283,-1637.9545750652903,0.20085572531412302,0.23763727145000577,0.6394843803682161,Yes,1
99,3,"Cl, Sn², SnCl",401,401,-1654.71351086749,-1637.713609898452,0.2009024481543074,0.23282840309236885,0.6539276594252996,No,1
183,4,"Sn, Cl², SnBr, SnCl",402,402,-1653.0633914289194,-1631.8135152176221,0.20083461032311478,0.2375562654139547,0.6397301243423664,Yes,2
95,3,"Br, SnCl, BrCl",404,403,-1632.4868036776588,-1615.4869027086208,0.20525924875659715,0.22441576295423865,0.6784846676749327,No,2
52,3,"Sn, Br, SnCl",410,404,-1630.656233410439,-1613.656332441401,0.20562225419431904,0.2852374430836259,0.48059271006893867,No,1
217,4,"Br, Br², SnCl, BrCl",403,405,-1634.8134229338907,-1613.5635467225934,0.2044038175138647,0.22639435832487642,0.6727902985242414,No,2
25,2,"Br, BrCl",414,406,-1625.0282355703484,-1612.27830984357,0.20714182430773356,0.2228372315555501,0.6829918118773022,No,1
48,3,"Sn, Br, Sn²",412,407,-1628.2061955504798,-1611.2062945814419,0.20610910600439378,0.2799899277459662,0.49952799619799315,No,0
137,4,"Sn, Br, Sn², Br²",405,408,-1632.3173992384495,-1611.0675230271522,0.2048968791660321,0.2843279695898209,0.483899667664648,No,0
149,4,"Sn, Br, SnBr, SnCl",407,409,-1631.5856458843436,-1610.3357696730463,0.20504165420671813,0.28693884766713357,0.47437783464473493,No,2
89,3,"Br, Br², BrCl",413,410,-1627.3220904544894,-1610.3221894854514,0.2062850711450538,0.22472186725400314,0.6776069722298419,No,1
144,4,"Sn, Br, Br², SnCl",408,411,-1631.3712030088677,-1610.1213267975704,0.20508410041608782,0.28817617405767665,0.4698349264700814,No,1
139,4,"Sn, Br, Sn², SnBr",411,412,-1629.4628028580316,-1608.2129266467343,0.20546223094656502,0.2766217177474511,0.5114966807404031,No,1
273,5,"Sn, Br, Sn², Br², SnBr",406,413,-1631.64348181643,-1606.1436303628732,0.20463477843141645,0.28060236512982384,0.49733618174361627,No,1
285,5,"Sn, Br, Br², SnBr, SnCl",409,414,-1631.0165845077727,-1605.5167330542158,0.20475864311593323,0.2882264477912464,0.4696499305893679,No,2
126,3,"Br², SnCl, BrCl",415,415,-1621.9284747815493,-1604.9285738125113,0.207361831462474,0.23307357989439043,0.6531984220719415,No,2
40,2,"Br², BrCl",418,416,-1615.1479555119204,-1602.398029785142,0.2091267756466402,0.2313134891773261,0.6584164949690174,No,1
60,3,"Sn, Sn², Br²",416,417,-1617.8931994881455,-1600.8932985191075,0.20817109189649258,0.2954959986529674,0.44255993435122853,No,0
15,2,"Sn, Cl²",419,418,-1610.8915773567833,-1598.1416516300048,0.20998773478631794,0.2614041457727707,0.5637655962120494,Yes,0
168,4,"Sn, Sn², Br², SnBr",417,419,-1616.1412066082398,-1594.8913303969425,0.2081212639680166,0.2970867218083691,0.4365421231596388,No,1
70,3,"Sn, Cl², SnCl",420,420,-1609.261714568929,-1592.261813599891,0.20991272475551662,0.2619547710659545,0.5619258803356793,Yes,1
67,3,"Sn, Br², SnCl",421,421,-1608.0582040502552,-1591.0583030812172,0.21015671989951307,0.30414322792859055,0.40945734391042454,No,1
180,4,"Sn, Br², SnBr, SnCl",422,422,-1606.732298743693,-1585.4824225323957,0.21002002158785782,0.30433435792165275,0.40871489187820453,No,2
176,4,"Sn, Sn², SnCl, BrCl",424,423,-1603.3669977910015,-1582.1171215797042,0.210703351473567,0.22143242917247738,0.6869761562012835,No,2
321,5,"Sn, Sn², SnBr, SnCl, BrCl",423,424,-1606.204532488014,-1580.704681034457,0.2097217793391937,0.21157249181514304,0.7142321460671781,No,3
64,3,"Sn, Sn², BrCl",427,425,-1588.7326840106666,-1571.7327830416286,0.21411377111880864,0.2188559816516876,0.694218072922445,No,1
175,4,"Sn, Sn², SnBr, BrCl",425,426,-1592.7696666683814,-1571.5197904570841,0.21286971484186518,0.2095206081030403,0.7197481661719183,No,2
209,4,"Br, Sn², SnBr, SnCl",426,427,-1588.9153452223588,-1567.6654690110615,0.21366314769092226,0.29996915399805674,0.4255553780987418,No,2
105,3,"Cl, Cl², SnBr",433,428,-1581.0699139285753,-1564.0700129595373,0.2157033341688731,0.2449279927987099,0.6170237713135648,Yes,1
238,4,"Cl, Cl², SnBr, SnCl",429,429,-1585.2304211383528,-1563.9805449270555,0.2144244742957625,0.24055515631279903,0.6305766755500962,Yes,2
84,3,"Br, Sn², SnCl",434,430,-1580.3613417093027,-1563.3614407402647,0.21585091493147024,0.29615304810846954,0.4400781890964449,No,1
109,3,"Cl, SnBr, BrCl",436,431,-1579.7093700676837,-1562.7094690986457,0.21598679617284555,0.24339330065683928,0.6218081098558877,No,2
241,4,"Cl, SnBr, SnCl, BrCl",431,432,-1583.7712199938992,-1562.521343782602,0.2147267029567002,0.23924323468674855,0.6345951540556065,No,3
128,3,"Cl², SnBr, BrCl",438,433,-1578.5172147620694,-1561.5173137930315,0.216235481512946,0.2424886775605261,0.624614147119035,Yes,2
350,5,"Br, Sn², Br², SnBr, SnCl",428,434,-1586.9653449998016,-1561.4654935462447,0.21365283605767857,0.300123489923829,0.4249641156390086,No,2
256,4,"Cl², SnBr, SnCl, BrCl",432,435,-1582.372263223354,-1561.1223870120566,0.21501685380949154,0.23842858706980388,0.6370793988324164,Yes,3
106,3,"Cl, Cl², SnCl",439,436,-1577.254132220573,-1560.254231251535,0.21649927477938774,0.226207327328094,0.6733307102041164,Yes,1
110,3,"Cl, SnCl, BrCl",440,437,-1576.887492076565,-1559.887591107527,0.21657590737856508,0.2262055790382622,0.673335759646126,No,2
376,5,"Cl, Cl², SnBr, SnCl, BrCl",430,438,-1584.9028741153165,-1559.4030226617597,0.21407860021903818,0.24377578938869787,0.6206185307103951,Yes,3
129,3,"Cl², SnCl, BrCl",441,439,-1576.2449599966626,-1559.2450590276246,0.21671027043845972,0.2261927321281001,0.6733728631251577,Yes,2
239,4,"Cl, Cl², SnBr, BrCl",435,440,-1580.3382487868842,-1559.0883725755868,0.2154394184768906,0.24821159942181076,0.6066862607589006,Yes,2
204,4,"Br, Sn², Br², SnCl",437,441,-1579.5514156132542,-1558.301539401957,0.21560310503115623,0.2984608517343863,0.431317689381734,No,1
115,3,"Sn², Cl², SnBr",443,442,-1573.0662857250418,-1556.0663847560038,0.21737620597502866,0.25890965572115676,0.5720515421117834,Yes,1
31,2,"Cl, BrCl",445,443,-1568.3785524491545,-1555.628626722376,0.21878398245982264,0.22646191490459433,0.6725949891838368,No,1
28,2,"Cl, Cl²",446,444,-1568.320647751732,-1555.5707220249535,0.21879621119954526,0.2265152113075532,0.6724408655846319,Yes,0
43,2,"Cl², BrCl",447,445,-1568.1247514892239,-1555.3748257624454,0.21883758708042123,0.22643924723896117,0.6726605289977846,Yes,1
240,4,"Cl, Cl², SnCl, BrCl",442,446,-1575.2841171135078,-1554.0342409022105,0.21649300874306435,0.22621483357365602,0.673309030087746,Yes,2
11,2,"Sn, Br",449,447,-1563.4237146747494,-1550.673788947971,0.21983285849721407,0.28706678857019974,0.4739089990895451,No,0
248,4,"Sn², Cl², SnBr, SnCl",444,448,-1571.1412077326193,-1549.891331521322,0.21736048621357495,0.2587359185315235,0.5726256853687866,Yes,2
107,3,"Cl, Cl², BrCl",448,449,-1566.4095990872756,-1549.4096981182377,0.2187774260839994,0.22647549876705075,0.6725557105437947,Yes,1
49,3,"Sn, Br, Br²",450,450,-1563.0965487178648,-1546.0966477488269,0.2194781797806719,0.2896567919637971,0.46437306999385985,No,0
51,3,"Sn, Br, SnBr",451,451,-1561.8191654892782,-1544.8192645202403,0.2197489622679848,0.2869146266650416,0.4744665682431538,No,1
93,3,"Br, SnBr, SnCl",454,452,-1557.5175715943965,-1540.5176706253585,0.2206632826841917,0.31368709559116925,0.3718139649418346,No,2
30,2,"Cl, SnCl",458,453,-1552.8894984530693,-1540.139572726291,0.22207955774195132,0.23886913412290794,0.6357370152479402,No,1
143,4,"Sn, Br, Br², SnBr",452,454,-1561.1617778851041,-1539.9119016738068,0.2194643613171525,0.28931030372333055,0.4656537403387435,No,1
186,4,"Sn, SnBr, SnCl, BrCl",453,455,-1560.413821894854,-1539.1639456835567,0.219622864167673,0.22874491149533968,0.6659604769314098,No,3
33,2,"Sn², Cl²",460,456,-1551.2981561957733,-1538.548230468995,0.22242094398360476,0.2778763262298897,0.5070554513078989,Yes,0
108,3,"Cl, SnBr, SnCl",456,457,-1555.329727821998,-1538.32982685296,0.22112977584662916,0.24619322497541996,0.6130568471628014,No,2
74,3,"Sn, SnCl, BrCl",457,458,-1553.4083679904197,-1536.4084670213817,0.22154026242307243,0.24959609134577337,0.6022863182700733,No,2
29,2,"Cl, SnBr",463,459,-1548.599746826414,-1535.8498210996356,0.22300102609647898,0.25209902866311024,0.5942698178182131,No,1
113,3,"Sn², Br², SnCl",459,460,-1552.0585437244515,-1535.0586427554135,0.22182909960405095,0.3180712646676377,0.35413188850834776,No,1
215,4,"Br, Br², SnBr, SnCl",455,461,-1556.2207285726831,-1534.9708523613858,0.22051356426397875,0.3135518882888311,0.3723553772963072,No,2
4,1,Cl,464,462,-1542.5752570689176,-1534.0753065843987,0.22473501999282644,0.24174706777283556,0.6269067417410206,No,0
116,3,"Sn², Cl², SnCl",462,463,-1549.376807542898,-1532.37690657386,0.2224040588071147,0.2781869245191468,0.5059528507068081,Yes,1
245,4,"Sn², Br², SnBr, SnCl",461,464,-1550.6767988848553,-1529.426922673558,0.2216967578366778,0.31802359514101447,0.3543254672652544,No,2
14,2,"Sn, Br²",466,465,-1539.5475278377087,-1526.7976021109303,0.22495807148765562,0.3069156211913207,0.3986421865240385,No,0
66,3,"Sn, Br², SnBr",465,466,-1540.6524525402376,-1523.6525515711996,0.22428487434678723,0.3094215678877304,0.3887819990220699,No,1
73,3,"Sn, SnBr, BrCl",467,467,-1539.0485939643909,-1522.048692995353,0.22463236451067986,0.22718267859129093,0.6705075991353082,No,2
18,2,"Sn, BrCl",468,468,-1529.489491343857,-1516.7395656170786,0.2271527197114785,0.2490473160981615,0.6040332646184712,No,1
20,2,"Br, Sn²",471,469,-1522.236483702504,-1509.4865579757256,0.22874858948630994,0.29834403761098616,0.4317627536186742,No,0
83,3,"Br, Sn², SnBr",469,470,-1525.912156797957,-1508.9122558289191,0.22749882852173112,0.29812774490866867,0.43258637334761085,No,1
81,3,"Br, Sn², Br²",472,471,-1520.9677729418995,-1503.9678719728615,0.22858717794594938,0.30035477508054975,0.42407749053193,No,0
203,4,"Br, Sn², Br², SnBr",470,472,-1523.9593469185334,-1502.709470707236,0.2274884661157027,0.2984596808089305,0.4313221514965053,No,1
23,2,"Br, SnBr",473,473,-1510.0064140278828,-1497.2564883011044,0.23146498850169658,0.30748235064638935,0.3964192834325504,No,1
87,3,"Br, Br², SnBr",474,474,-1508.339360416008,-1491.33945944697,0.23139061297109448,0.3068831067018087,0.3987695948751294,No,1
24,2,"Br, SnCl",478,475,-1497.91796841748,-1485.1680426907017,0.23418162940395423,0.320078425065541,0.34595478277688707,No,1
120,3,"Sn², SnCl, BrCl",476,476,-1499.4753466274053,-1482.4754456583673,0.23337888425490466,0.2660418775127068,0.5481492791597138,No,2
124,3,"Br², SnBr, SnCl",477,477,-1499.438698239064,-1482.438797270026,0.23338714015380682,0.33224780653239655,0.29527574983331006,No,2
32,2,"Sn², Br²",480,478,-1493.912164129577,-1481.1622384027985,0.23508887044568288,0.32101335876435605,0.34212833318802516,No,0
88,3,"Br, Br², SnCl",479,479,-1496.5262952652795,-1479.5263942962415,0.23404416110713186,0.32224972648113925,0.3370510515183017,No,1
251,4,"Sn², SnBr, SnCl, BrCl",475,480,-1499.7316233028137,-1478.4817470915164,0.23287116770021155,0.255233835733205,0.5841167149776847,No,3
112,3,"Sn², Br², SnBr",481,481,-1491.9143087889215,-1474.9144078198835,0.2350883837806048,0.32095253666052376,0.3423776022424657,No,1
36,2,"Sn², BrCl",483,482,-1479.886850595369,-1467.1369248685905,0.2382931318370007,0.264569784381357,0.5531359080451426,No,1
3,1,Br,484,483,-1474.0977770173488,-1465.59782653283,0.24009146933939512,0.3195614266180525,0.34806593585169465,No,0
119,3,"Sn², SnBr, BrCl",482,484,-1481.0722920101255,-1464.0723910410875,0.23756156520324362,0.25272650913191647,0.5922475601064539,No,2
21,2,"Br, Br²",485,485,-1472.5555888466067,-1459.8056631198283,0.23998539556327114,0.3214873371378104,0.34018419513919096,No,0
39,2,"Br², SnCl",486,486,-1468.2873524250692,-1455.5374266982908,0.24097615555657811,0.34457752701289307,0.24200058423436033,No,1
7,1,Cl²,490,487,-1461.2719558127956,-1452.7720053282767,0.243082309759932,0.2887008673284479,0.46790258568306975,Yes,0
42,2,"Cl², SnCl",487,488,-1464.599277532612,-1451.8493518058335,0.24183553963491325,0.2861791874909728,0.4771572817045483,Yes,1
41,2,"Cl², SnBr",489,489,-1462.1245673250999,-1449.3746415983214,0.24241390666092955,0.29277606601706113,0.4527747690920939,Yes,1
38,2,"Br², SnBr",491,490,-1460.673624758053,-1447.9236990312745,0.24275365094008441,0.3307088547973524,0.3017891102364685,No,1
127,3,"Cl², SnBr, SnCl",488,491,-1463.9366530675668,-1446.9367520985288,0.24152355481939605,0.2889421365160971,0.4670128595416021,Yes,2
6,1,Br²,492,492,-1444.652680276726,-1436.152729792207,0.24701322582178334,0.3441752706031318,0.24376931333107066,No,0
130,3,"SnBr, SnCl, BrCl",493,493,-1420.6984300242646,-1403.6985290552266,0.2518170269740015,0.292831037229521,0.4525692573582757,No,3
45,2,"SnBr, BrCl",494,494,-1415.569740196739,-1402.8198144699606,0.2535557487649293,0.2882229457985995,0.46966281816977196,No,2
10,1,BrCl,496,495,-1404.9357528197056,-1396.4358023351867,0.2566667840703134,0.27114184123235385,0.5306594769039416,No,1
46,2,"SnCl, BrCl",495,496,-1406.2900542283598,-1393.5401285015814,0.25583710693625056,0.2713859253716867,0.5298140880815825,No,2
174,4,"Sn, Sn², SnBr, SnCl",497,497,-1397.1980794416477,-1375.9482032303504,0.2570976501758556,0.3399047778765909,0.26241935824406726,No,2
63,3,"Sn, Sn², SnCl",498,498,-1386.567206843109,-1369.567305874071,0.26025136084414685,0.34617942234512833,0.2349365243862318,No,1
62,3,"Sn, Sn², SnBr",499,499,-1367.1010430896708,-1350.1011421206329,0.26518764502039094,0.34221815415759205,0.2523453129327551,No,1
72,3,"Sn, SnBr, SnCl",500,500,-1358.4735675254647,-1341.4736665564267,0.26740526362571265,0.3528447754451072,0.20519177306684777,No,2
13,2,"Sn, Sn²",501,501,-1352.9804552369535,-1340.230529510175,0.26934634593674434,0.34391292595327105,0.2449217346694792,No,0
17,2,"Sn, SnCl",502,502,-1341.8619275080725,-1329.112001781294,0.2722525838327049,0.3707604401562354,0.12243003819184439,No,1
16,2,"Sn, SnBr",503,503,-1317.6205437769634,-1304.870618050185,0.2786981430246065,0.35614140280589707,0.19027061267548395,No,1
118,3,"Sn², SnBr, SnCl",504,504,-1304.7576540670327,-1287.7577530979947,0.2816357829238744,0.37358782913293354,0.1089944490517245,No,2
2,1,Sn,506,505,-1294.910235408019,-1286.4102849235,0.2854254632216882,0.3709628626438589,0.12147153038931957,No,0
35,2,"Sn², SnCl",505,506,-1298.312969709427,-1285.5630439826487,0.2839408455022683,0.38662642871896136,0.04571511059662359,No,1
34,2,"Sn², SnBr",507,507,-1267.1227826593868,-1254.3728569326083,0.2926192524116196,0.37485540716520555,0.10293785391687105,No,1
5,1,Sn²,508,508,-1257.5525810101863,-1249.0526305256674,0.2959055845855439,0.38585638730289923,0.04951261147109687,No,0
9,1,SnCl,510,509,-1229.1545261730394,-1220.6545756885205,0.30412891751602295,0.3986469800128918,-0.014546432558351308,No,1
44,2,"SnBr, SnCl",509,510,-1232.0649925232174,-1219.315066796439,0.302690808314429,0.4041978549688025,-0.042996810048361755,No,2
1,0,(intercept only),511,511,-1213.9446369532775,-1209.694661711018,0.3092232612977055,0.39814797293904797,-0.012008101592033693,No,0
8,1,SnBr,512,512,-1213.2948273404131,-1204.7948768558942,0.3088205215986799,0.39984801723496805,-0.020668859873378853,No,1
