cv_rank,model_id,k,terms,pareto_front,cv_rmse,cv_sd,cv_pooled,fold1,fold2,fold3,fold4,fold5,train_rmse,test_rmse,test_r2,cl_rich_rmse,ma_rich_rmse,Sn,Br,Cl,Sn^2,Br^2,Cl^2,SnBr,SnCl,BrCl,formula
387,249,4,"Sn², Cl², SnCl, BrCl",No,0.20056585688962486,0.008059475674573754,0.20071111698245764,0.20923389700028036,0.19259452241712738,0.2079446341695847,0.200656700759475,0.19239953010165683,0.19471301975316593,0.2212466482154074,0.6875011874631224,0.14346102025046167,0.2220812047518002,0,0,0,1,0,1,0,1,1,Eg = 1.64382 - 0.38336*Sn² + 1.35703*Cl² - 0.05968*SnCl + 3.14065*BrCl
388,463,6,"Cl, Sn², Cl², SnBr, SnCl, BrCl",No,0.20064707920736718,0.011281801847982638,0.20091946893931303,0.217470294357752,0.19033140081971106,0.20366541039311287,0.20159383086029692,0.19017445960596302,0.19155192747529412,0.2028839353077364,0.7372212201625634,0.14435107684827037,0.20928804958487732,0,0,1,1,0,1,1,1,1,Eg = 1.64378 + 7.18865*Cl - 0.46136*Sn² - 5.78610*Cl² + 0.39312*SnBr - 0.15155*SnCl - 4.21894*BrCl
389,124,3,"Br², SnBr, BrCl",No,0.20080446270647956,0.02569884752888242,0.20203829663850445,0.17966598029073816,0.20894842157587404,0.17434961008697122,0.2024933851377012,0.23856491644111305,0.20044839241449683,0.22654988994262276,0.6723405617405407,0.5605996926082858,0.2307395445632553,0,0,0,0,1,0,1,0,1,Eg = 1.56078 + 0.74348*Br² - 0.77331*SnBr + 3.80589*BrCl
390,370,5,"Cl, Sn², SnBr, SnCl, BrCl",No,0.20084721653677134,0.011311342925002275,0.20112257822326823,0.21761692256498186,0.19155939579136086,0.20393294135809723,0.20184594167831518,0.18928088129110168,0.19206872068151706,0.2005724948138526,0.7431747471978545,0.1440970962213191,0.20740447845055443,0,0,1,1,0,0,1,1,1,Eg = 1.64325 + 1.39926*Cl - 0.46320*Sn² + 0.46452*SnBr - 0.13431*SnCl + 1.58862*BrCl
391,380,5,"Sn², Cl², SnBr, SnCl, BrCl",No,0.20123892891401338,0.01185971516765787,0.20154098556001823,0.2191278680179312,0.19201464161747983,0.20414896533458907,0.20185684596890527,0.18904632363116167,0.1923476117436872,0.20010464600290873,0.7443714741368987,0.14374996798487702,0.20699905157539217,0,0,0,1,0,1,1,1,1,Eg = 1.64317 - 0.46364*Sn² + 1.39367*Cl² + 0.48096*SnBr - 0.12660*SnCl + 2.99704*BrCl
392,284,5,"Sn, Br, Br², SnBr, SnCl",No,0.20152222982838502,0.055249554337412625,0.20735308715708928,0.12216081731284324,0.2350192354476178,0.1702978712756302,0.21953042023602726,0.2606028048698066,0.20475864311593323,0.2882264477912464,0.4696499305893679,0.9273811032681252,0.31115701435586113,1,1,0,0,1,0,1,1,0,Eg = 1.55962 - 0.37105*Sn + 0.61220*Br + 0.15555*Br² - 0.20176*SnBr + 1.48166*SnCl
393,148,4,"Sn, Br, SnBr, SnCl",No,0.201541761813158,0.055401999801493275,0.20740310147605512,0.12294587197045884,0.23528387627359762,0.16859888085460814,0.21982105915234562,0.26105912081477967,0.20504165420671813,0.28693884766713357,0.47437783464473493,0.9193453380388065,0.3096882402686826,1,1,0,0,0,0,1,1,0,Eg = 1.54813 - 0.35991*Sn + 0.74536*Br - 0.25760*SnBr + 1.48272*SnCl
394,68,3,"Sn, Cl², SnBr",No,0.20165724403057128,0.013831332760333092,0.20200386466019732,0.19355657677402208,0.19238185788555692,0.20293145058062143,0.2252373517108343,0.19417898320182167,0.20085572531412302,0.23763727145000577,0.6394843803682161,0.569600642517694,0.2486386683733206,1,0,0,0,0,1,1,0,0,Eg = 1.68100 - 0.56499*Sn + 1.74006*Cl² + 0.94282*SnBr
395,220,4,"Br, SnBr, SnCl, BrCl",No,0.20168337685177146,0.029388448854257006,0.20333097801845212,0.19362781816235744,0.22000160680038575,0.1611275054909568,0.19502795357955816,0.23863200022559897,0.18845730231844948,0.23800895604962408,0.63835574515834,0.5828570175070776,0.23913900911472638,0,1,0,0,0,0,1,1,1,Eg = 1.49799 + 0.71785*Br - 1.09763*SnBr + 0.86408*SnCl + 3.29207*BrCl
396,25,2,"Cl, Sn²",No,0.20178043037841978,0.0103447511602167,0.2019780220259931,0.19653877972159564,0.1893865478607782,0.21186606367609961,0.21319579220714682,0.19791496842647852,0.20102868397593718,0.23353565362445836,0.6518219748027929,0.28759217603513937,0.2366016760604525,0,0,1,1,0,0,0,0,0,Eg = 1.64952 + 1.66717*Cl - 0.38907*Sn²
397,359,5,"Br, Br², SnBr, SnCl, BrCl",No,0.20179500528591648,0.02924696253956185,0.20342581098633092,0.193884248205282,0.2199807958186655,0.16147984200427593,0.19500086467125935,0.23862927573009973,0.18844312948217534,0.2373330517187964,0.6404068430901264,0.5825416075566452,0.2387222227527534,0,1,0,0,1,0,1,1,1,Eg = 1.50005 + 0.69038*Br + 0.03264*Br² - 1.09119*SnBr + 0.86188*SnCl + 3.29811*BrCl
398,182,4,"Sn, Cl², SnBr, SnCl",No,0.20196461576603464,0.013785518065702886,0.20230666596634025,0.19366020728899833,0.1924072681906883,0.20292163918128178,0.22551756243679386,0.19531640173241085,0.20083461032311478,0.2375562654139547,0.6397301243423664,0.5684173546322635,0.2484684509368834,1,0,0,0,0,1,1,1,0,Eg = 1.68069 - 0.56338*Sn + 1.75220*Cl² + 0.94910*SnBr - 0.06020*SnCl
399,98,3,"Cl, Sn², SnCl",No,0.20237946310357202,0.010107126707582266,0.20256591114041056,0.19792725001071787,0.1892995840484084,0.21186084605755662,0.21331159052250212,0.19949804487867506,0.2009024481543074,0.23282840309236885,0.6539276594252996,0.28388401151125114,0.23592113778200352,0,0,1,1,0,0,0,1,0,Eg = 1.64870 + 1.69201*Cl - 0.38119*Sn² - 0.14711*SnCl
400,143,4,"Sn, Br, Br², SnCl",No,0.20240710718148933,0.053768452723962204,0.20790562521121936,0.12567528256927915,0.2353254359231379,0.1711385576323437,0.21999295769535898,0.25990330208732687,0.20508410041608782,0.28817617405767665,0.4698349264700814,0.9323654334971744,0.3107761675267887,1,1,0,0,1,0,0,1,0,Eg = 1.56730 - 0.40323*Sn + 0.55224*Br + 0.20506*Br² + 1.45670*SnCl
401,51,3,"Sn, Br, SnCl",No,0.2032057741817034,0.053227546908411034,0.20857203779235856,0.12822441390912764,0.23586176992674124,0.17078529624839034,0.2205848128338621,0.2605725779903957,0.20562225419431904,0.2852374430836259,0.48059271006893867,0.9226529741901153,0.30802777714684315,1,1,0,0,0,0,0,1,0,Eg = 1.55375 - 0.40000*Sn + 0.72075*Br + 1.44823*SnCl
402,379,5,"Sn², Br², SnBr, SnCl, BrCl",No,0.20334000647400838,0.026336825100872593,0.20467605625654936,0.21560734783757068,0.21727547806656292,0.16416044557004425,0.1896964107646106,0.22996035013125327,0.18435766507048532,0.2110839334900616,0.7155503993605212,0.5582103615069708,0.22124127962027587,0,0,0,1,1,0,1,1,1,Eg = 1.58794 - 0.32982*Sn² + 0.69564*Br² - 0.27032*SnBr + 1.00668*SnCl + 3.49211*BrCl
403,351,5,"Br, Sn², Br², SnCl, BrCl",No,0.20343620954229807,0.02824658861709293,0.20498269776381997,0.22222190435174033,0.21711561885519787,0.1615281648551538,0.18753509835880477,0.22878026129059365,0.18271148703947632,0.20144373818972697,0.7409387150137001,0.5679934544370328,0.21355785901706634,0,1,0,1,1,0,0,1,1,Eg = 1.55605 + 0.36278*Br - 0.36999*Sn² + 0.29163*Br² + 0.98479*SnCl + 3.29630*BrCl
404,272,5,"Sn, Br, Sn², Br², SnBr",No,0.2034854348285921,0.040176782212043516,0.20653127796376025,0.1708722901087331,0.22948719911825588,0.1556283025807343,0.20900251113321255,0.25243687120202496,0.20463477843141645,0.28060236512982384,0.49733618174361627,0.9196011498046677,0.3026360648743568,1,1,0,1,1,0,1,0,0,Eg = 1.58870 - 1.32812*Sn + 0.49973*Br + 1.18202*Sn² + 0.26719*Br² - 0.18069*SnBr
405,136,4,"Sn, Br, Sn², Br²",No,0.203681787369104,0.039669763150943504,0.20664758544016015,0.17163688598188648,0.22940962082606017,0.15618161347853854,0.2093589571248292,0.2518218594342056,0.2048968791660321,0.2843279695898209,0.483899667664648,0.9242136456769801,0.3046673990261058,1,1,0,1,1,0,0,0,0,Eg = 1.59522 - 1.34465*Sn + 0.44733*Br + 1.16661*Sn² + 0.31021*Br²
406,138,4,"Sn, Br, Sn², SnBr",No,0.20430570998234895,0.040278293098620105,0.2073539263292747,0.17176129287126443,0.23005425831019638,0.15617884287364536,0.210055468625519,0.25347868723111966,0.20546223094656502,0.2766217177474511,0.5114966807404031,0.9060687463849125,0.2993375630841793,1,1,0,1,0,0,1,0,0,Eg = 1.56845 - 1.28779*Sn + 0.72880*Br + 1.15678*Sn² - 0.27266*SnBr
407,47,3,"Sn, Br, Sn²",No,0.20479971280204562,0.03981259676623946,0.2077697061315916,0.17343813482962922,0.23014963749458847,0.1564020098947571,0.21089186471809085,0.25311691707316253,0.20610910600439378,0.2799899277459662,0.49952799619799315,0.9099269793410688,0.30102350956921287,1,1,0,1,0,0,0,0,0,Eg = 1.57381 - 1.30429*Sn + 0.70329*Br + 1.12479*Sn²
408,210,4,"Br, Sn², SnCl, BrCl",No,0.20492658807328015,0.02930700997416756,0.2065804475737466,0.22547089169646403,0.2186576672815642,0.1612669667198482,0.18870462256018602,0.2305327921083382,0.18392368081372507,0.2008593733167618,0.7424395483401355,0.5707973480133675,0.2138446987190848,0,1,0,1,0,0,0,1,1,Eg = 1.53717 + 0.60443*Br - 0.36779*Sn² + 0.98341*SnCl + 3.23908*BrCl
409,246,4,"Sn², Br², SnCl, BrCl",No,0.2050525522230373,0.0260185469471719,0.20635402644028425,0.22196217045465874,0.21803511241726342,0.16667033058376488,0.1900084353292397,0.22858671233025984,0.18511144371444982,0.20662397612676883,0.7274435899145772,0.5592232383646843,0.21706518511476233,0,0,0,1,1,0,0,1,1,Eg = 1.58961 - 0.37671*Sn² + 0.67746*Br² + 0.98248*SnCl + 3.45734*BrCl
410,88,3,"Br, Br², BrCl",No,0.2066251612687246,0.026834815912319537,0.20794357703701677,0.1773633525842324,0.2200412492772128,0.18613717400251126,0.20524261976814023,0.24434141071152615,0.2062850711450538,0.22472186725400314,0.6776069722298419,0.580963053027195,0.23052114798960915,0,1,0,0,1,0,0,0,1,Eg = 1.51242 + 0.41878*Br + 0.26026*Br² + 3.45202*BrCl
411,24,2,"Br, BrCl",No,0.20707659386877236,0.02765350696298172,0.2084757268718823,0.17854834783810167,0.22152884058289316,0.18383783011191918,0.20573520519108981,0.24573274561985814,0.20714182430773356,0.2228372315555501,0.6829918118773022,0.5835928577699004,0.23069198648245165,0,1,0,0,0,0,0,0,1,Eg = 1.49581 + 0.63423*Br + 3.40140*BrCl
412,66,3,"Sn, Br², SnCl",No,0.2071917613800538,0.05277219773353757,0.21236803848660307,0.12937384493585738,0.23907819790367038,0.18021940903598951,0.22517404987384784,0.26211330515090386,0.21015671989951307,0.30414322792859055,0.40945734391042454,0.9712837047948361,0.32580677658746127,1,0,0,0,1,0,0,1,0,Eg = 1.62035 - 0.41954*Sn + 0.80135*Br² + 1.49398*SnCl
413,59,3,"Sn, Sn², Br²",No,0.2073786589634708,0.03768177801905378,0.21000377347137858,0.17552798310496032,0.23236691469506396,0.163610004761572,0.2121596013295008,0.2532287909262567,0.20817109189649258,0.2954959986529674,0.44255993435122853,0.9546471387255858,0.31485748062000246,1,0,0,1,1,0,0,0,0,Eg = 1.63967 - 1.42806*Sn + 1.24979*Sn² + 0.79207*Br²
414,167,4,"Sn, Sn², Br², SnBr",No,0.20743465163939762,0.03755115197869885,0.21004053043859294,0.17586965395036652,0.23225517142288252,0.1636612607599852,0.21225084287067827,0.25313632919307566,0.2081212639680166,0.2970867218083691,0.4365421231596388,0.9551439744738962,0.3154952761780576,1,0,0,1,1,0,1,0,0,Eg = 1.64020 - 1.43080*Sn + 1.23959*Sn² + 0.78661*Br² + 0.07334*SnBr
415,179,4,"Sn, Br², SnBr, SnCl",No,0.2080182462088142,0.05193774543012541,0.21301357317518466,0.13015649253812847,0.23898888638513177,0.18392799761170764,0.22522003165911358,0.2617978228499895,0.21002002158785782,0.30433435792165275,0.40871489187820453,0.9718866902033668,0.32518977511390984,1,0,0,0,1,0,1,1,0,Eg = 1.62150 - 0.43786*Sn + 0.79217*Br² + 0.12156*SnBr + 1.47650*SnCl
416,39,2,"Br², BrCl",No,0.20955224141446674,0.02469489651523274,0.21064590803870445,0.18044253769736465,0.2202185981454613,0.19359191873778334,0.20898236422781455,0.2445257882639099,0.2091267756466402,0.2313134891773261,0.6584164949690174,0.5711599815652777,0.23357289762964578,0,0,0,0,1,0,0,0,1,Eg = 1.55028 + 0.70651*Br² + 3.63417*BrCl
417,208,4,"Br, Sn², SnBr, SnCl",No,0.21006164492852103,0.05444084342592419,0.21549207584946048,0.13190209434280337,0.24293113997557864,0.1787263489490564,0.22903162623288917,0.2677170151422777,0.21366314769092226,0.29996915399805674,0.4255553780987418,0.9282918591450422,0.3207077458036385,0,1,0,1,0,0,1,1,0,Eg = 1.52244 + 0.78893*Br - 0.27592*Sn² - 0.51272*SnBr + 1.47609*SnCl
418,349,5,"Br, Sn², Br², SnBr, SnCl",No,0.21019985645209757,0.0543458316849925,0.21560804814163495,0.1318801384646585,0.24291500021742643,0.1794412672504401,0.2290441470507313,0.26771872927723156,0.21365283605767857,0.300123489923829,0.4249641156390086,0.9298711331353617,0.32096720048237126,0,1,0,1,1,0,1,1,0,Eg = 1.52455 + 0.76340*Br - 0.27789*Sn² + 0.03004*Br² - 0.50282*SnBr + 1.47605*SnCl
419,254,4,"Br², SnBr, SnCl, BrCl",No,0.2104529973087997,0.023660195749326696,0.21147060875557655,0.20809206017555837,0.22274894627417194,0.17809523570506175,0.20186487123100216,0.24146387315820433,0.19619670679622783,0.2323505012904047,0.6553468922619515,0.5679027990989068,0.23662172186364547,0,0,0,0,1,0,1,1,1,Eg = 1.56002 + 0.75785*Br² - 0.89203*SnBr + 0.77930*SnCl + 3.58082*BrCl
420,14,2,"Sn, Cl²",No,0.21069965811196784,0.01311430711102393,0.21101272479835598,0.21055018786432028,0.19605962733708332,0.21895871899628336,0.2278222219141706,0.20010753444798152,0.20998773478631794,0.2614041457727707,0.5637655962120494,0.5703533920174312,0.26829907513434365,1,0,0,0,0,1,0,0,0,Eg = 1.67991 - 0.42191*Sn + 1.74106*Cl²
421,69,3,"Sn, Cl², SnCl",No,0.21133542666657248,0.013155369693007537,0.21165304858029538,0.2142825231050647,0.19620622930677928,0.21878151132608561,0.22763214462818762,0.19977472496674512,0.20991272475551662,0.2619547710659545,0.5619258803356793,0.5727279122199511,0.2688472815906488,1,0,0,0,0,1,0,1,0,Eg = 1.68051 - 0.42680*Sn + 1.71787*Cl² + 0.11489*SnCl
422,203,4,"Br, Sn², Br², SnCl",No,0.21396076713862752,0.051070030879872566,0.21865227852621083,0.13982672377228653,0.24502073151930506,0.18582636360541407,0.23160469395729427,0.26752532283883756,0.21560310503115623,0.2984608517343863,0.431317689381734,0.9430307823405062,0.3199462532666672,0,1,0,1,1,0,0,1,0,Eg = 1.54037 + 0.62582*Br - 0.36766*Sn² + 0.14240*Br² + 1.42966*SnCl
423,83,3,"Br, Sn², SnCl",No,0.21425617271526862,0.050818021618066006,0.21889406233247183,0.14136838237278151,0.24533835943966897,0.18486414113610158,0.23178969453822826,0.26792028608956275,0.21585091493147024,0.29615304810846954,0.4400781890964449,0.9361575852801647,0.31790659280925937,0,1,0,1,0,0,0,1,0,Eg = 1.53121 + 0.74263*Br - 0.36659*Sn² + 1.42517*SnCl
424,174,4,"Sn, Sn², SnBr, BrCl",No,0.21474775831058857,0.01592743825564348,0.215178504820103,0.21039175174176744,0.21055319333683487,0.20288659963363992,0.20721725487200265,0.24268999196869792,0.21286971484186518,0.2095206081030403,0.7197481661719183,0.4965582554410625,0.2255623118383935,1,0,0,1,0,0,1,0,1,Eg = 1.69511 - 1.38374*Sn + 1.06757*Sn² + 0.36341*SnBr + 4.31712*BrCl
425,63,3,"Sn, Sn², BrCl",No,0.2157095290991578,0.01649842835501255,0.21616964345423378,0.20929230631360585,0.21061045539058312,0.20547478798724692,0.20814179022247717,0.24502830558187585,0.21411377111880864,0.2188559816516876,0.694218072922445,0.49661079923542956,0.23226335298351958,1,0,0,1,0,0,0,0,1,Eg = 1.69483 - 1.37110*Sn + 1.11702*Sn² + 4.41090*BrCl
426,214,4,"Br, Br², SnBr, SnCl",No,0.21714052302720388,0.05361333691968029,0.22223488753206858,0.13865531262062053,0.2480257889261637,0.18952212634753363,0.23484923609096192,0.2746501511507396,0.22051356426397875,0.3135518882888311,0.3723553772963072,0.9279702844748299,0.32961122094332473,0,1,0,0,1,0,1,1,0,Eg = 1.48475 + 0.95062*Br - 0.11429*Br² - 1.08070*SnBr + 1.30662*SnCl
427,92,3,"Br, SnBr, SnCl",No,0.21720889409774294,0.05368033326729734,0.22231444118803262,0.1383655631694607,0.2479700649930943,0.18997470653210577,0.23504517126882393,0.27468896452522995,0.2206632826841917,0.31368709559116925,0.3718139649418346,0.9340309030690431,0.3304392634637081,0,1,0,0,0,0,1,1,0,Eg = 1.49192 + 0.85528*Br - 1.05788*SnBr + 1.30173*SnCl
428,104,3,"Cl, Cl², SnBr",No,0.21749685834777893,0.014536045273645574,0.21789244713184946,0.20361404489163448,0.2105808187975569,0.2414027354208192,0.21970529915603892,0.21218139347284515,0.2157033341688731,0.2449279927987099,0.6170237713135648,0.14837733521902743,0.23955444004155996,0,0,1,0,0,1,1,0,0,Eg = 1.61307 + 3.24041*Cl - 1.94326*Cl² - 0.47403*SnBr
429,108,3,"Cl, SnBr, BrCl",No,0.21779123639407424,0.01389721989400795,0.2181541423977902,0.20512509516468216,0.21122617980919428,0.24080471429610292,0.21991424601393392,0.21188594668645783,0.21598679617284555,0.24339330065683928,0.6218081098558877,0.14818203659258622,0.23856573730096095,0,0,1,0,0,0,1,0,1,Eg = 1.61290 + 1.30255*Cl - 0.44883*SnBr + 1.91899*BrCl
430,238,4,"Cl, Cl², SnBr, BrCl",No,0.21810474996683477,0.015176214711674494,0.21853587532098456,0.20501867317559996,0.20973753105888335,0.24353154987769376,0.2196955453654179,0.2125404503565788,0.2154394184768906,0.24821159942181076,0.6066862607589006,0.14820172421036176,0.24177062903167582,0,0,1,0,0,1,1,0,1,Eg = 1.61366 + 7.60587*Cl - 6.30318*Cl² - 0.52568*SnBr - 4.40566*BrCl
431,114,3,"Sn², Cl², SnBr",No,0.21811821266985415,0.015753921088528442,0.218543564116477,0.21114693693192893,0.20871001424643126,0.22032182144177007,0.24457490583441352,0.20583738489472694,0.21737620597502866,0.25890965572115676,0.5720515421117834,0.5848680917172545,0.2690550948110737,0,0,0,1,0,1,1,0,0,Eg = 1.65811 - 0.50824*Sn² + 1.76578*Cl² + 0.73427*SnBr
432,127,3,"Cl², SnBr, BrCl",No,0.2181382194484561,0.013382521434485312,0.21847605933599493,0.20668672639312258,0.21167893434547888,0.24051524289100934,0.21995501105986248,0.21185518255280714,0.216235481512946,0.2424886775605261,0.624614147119035,0.14841886310679875,0.2379707552886863,0,0,0,0,0,1,1,0,1,Eg = 1.61279 + 1.29817*Cl² - 0.43322*SnBr + 3.23112*BrCl
433,247,4,"Sn², Cl², SnBr, SnCl",No,0.2183661505419328,0.015650678608085628,0.21878367603300286,0.2111554843754286,0.2087304945261918,0.22028487797970503,0.2448014704248672,0.2068584254034714,0.21736048621357495,0.2587359185315235,0.5726256853687866,0.5837890037043049,0.26883918898726694,0,0,0,1,0,1,1,1,0,Eg = 1.65784 - 0.50612*Sn² + 1.77661*Cl² + 0.73892*SnBr - 0.05435*SnCl
434,48,3,"Sn, Br, Br²",No,0.21891164538723293,0.03506503438231914,0.2210627894905552,0.19698731389782181,0.24268638377137008,0.1724795223416073,0.22219454078335646,0.26021046614200916,0.2194781797806719,0.2896567919637971,0.46437306999385985,0.9313392127196082,0.3114639035420614,1,1,0,0,1,0,0,0,0,Eg = 1.55933 - 0.33729*Sn + 0.59325*Br + 0.17209*Br²
435,142,4,"Sn, Br, Br², SnBr",No,0.2189746805342347,0.035139809823984416,0.22113476712486202,0.1969479349672329,0.24292642860586453,0.17250282369861974,0.22216255571976276,0.2603336596796937,0.2194643613171525,0.28931030372333055,0.4656537403387435,0.9302823021006115,0.31132016717577116,1,1,0,0,1,0,1,0,0,Eg = 1.55768 - 0.33024*Sn + 0.60610*Br + 0.16148*Br² - 0.04274*SnBr
436,50,3,"Sn, Br, SnBr",No,0.21900717692886293,0.03559191323221933,0.2212233528569319,0.19751300512122663,0.24286182026011646,0.1713461821963811,0.2224421503546897,0.2608727267119007,0.2197489622679848,0.2869146266650416,0.4744665682431538,0.9219315919251206,0.3093001760113059,1,1,0,0,0,0,1,0,0,Eg = 1.54574 - 0.31864*Sn + 0.74434*Br - 0.10059*SnBr
437,10,2,"Sn, Br",No,0.2190296639188578,0.03542004803976552,0.22122328171074715,0.19772726530465254,0.24243676811117126,0.17152326924223169,0.22263705045891555,0.26082396647731804,0.21983285849721407,0.28706678857019974,0.4739089990895451,0.9232151833093646,0.3091778239729644,1,1,0,0,0,0,0,0,0,Eg = 1.54799 - 0.33490*Sn + 0.73460*Br
438,244,4,"Sn², Br², SnBr, SnCl",No,0.21941134993176087,0.051088974557326375,0.22399167614607574,0.14137646016654207,0.24922208278160066,0.19746580466669392,0.23839171465117948,0.2706006873927883,0.2216967578366778,0.31802359514101447,0.3543254672652544,0.9872415816258153,0.33830429277886725,0,0,0,1,1,0,1,1,0,Eg = 1.59831 - 0.35802*Sn² + 0.82838*Br² - 0.12377*SnBr + 1.47769*SnCl
439,112,3,"Sn², Br², SnCl",No,0.21967451800444895,0.05058100411911631,0.22415843685864922,0.1425512608370651,0.24946291370585014,0.19753253372976526,0.2386867989199663,0.2701390828295981,0.22182909960405095,0.3180712646676377,0.35413188850834776,0.9882154629855374,0.33780609080149726,0,0,0,1,1,0,0,1,0,Eg = 1.59903 - 0.37947*Sn² + 0.81940*Br² + 1.46440*SnCl
440,27,2,"Cl, Cl²",No,0.2198736944559628,0.012808686805768512,0.22017797402975114,0.2053224902942706,0.21788553502187608,0.23909768895030079,0.22433628746476392,0.21272647054860272,0.21879621119954526,0.2265152113075532,0.6724408655846319,0.15553558827992475,0.22893329588787564,0,0,1,0,0,1,0,0,0,Eg = 1.60453 + 3.05684*Cl - 1.73938*Cl²
441,30,2,"Cl, BrCl",No,0.21992949891546187,0.012832625589893593,0.22023531923115625,0.20535664730610417,0.21812474567124737,0.23924724669951655,0.22418578668391018,0.2127330682165311,0.21878398245982264,0.22646191490459433,0.6725949891838368,0.15453741322742995,0.22883630676049116,0,0,1,0,0,0,0,0,1,Eg = 1.60468 + 1.31527*Cl + 1.76146*BrCl
442,106,3,"Cl, Cl², BrCl",No,0.2199393600419645,0.012834671187444661,0.2202451119085166,0.2053500106556866,0.21810341288959606,0.23922826647482193,0.2242752790094317,0.21273983118028608,0.2187774260839994,0.22647549876705075,0.6725557105437947,0.1548113564616472,0.2288630833684709,0,0,1,0,0,1,0,0,1,Eg = 1.60462 + 1.96307*Cl - 0.64756*Cl² + 1.10892*BrCl
443,42,2,"Cl², BrCl",No,0.2200172799274227,0.012749180693625847,0.2203196484758999,0.2057158919853593,0.2182325968142158,0.23933195534985036,0.22406791431883671,0.21273804116885123,0.21883758708042123,0.22643924723896117,0.6726605289977846,0.15405393542925155,0.22878599889934623,0,0,0,0,0,1,0,0,1,Eg = 1.60483 + 1.31350*Cl² + 3.08786*BrCl
444,237,4,"Cl, Cl², SnBr, SnCl",No,0.22014624514450007,0.012737900796102833,0.22045843964745387,0.22291095147442913,0.2064878863692342,0.23973116390334245,0.21989231110817412,0.21170891286732052,0.2144244742957625,0.24055515631279903,0.6305766755500962,0.14910003323235363,0.236612415973911,0,0,1,0,0,1,1,1,0,Eg = 1.61181 + 3.25711*Cl - 1.86481*Cl² - 0.39847*SnBr - 0.48074*SnCl
445,240,4,"Cl, SnBr, SnCl, BrCl",No,0.220576189068095,0.012474012071542171,0.2208770555861099,0.22477979914517077,0.20720740933958004,0.23915074257757257,0.22015676312637883,0.21158623115177283,0.2147267029567002,0.23924323468674855,0.6345951540556065,0.14876117827456084,0.23578983237203252,0,0,1,0,0,0,1,1,1,Eg = 1.61166 + 1.39788*Cl - 0.37448*SnBr - 0.47777*SnCl + 1.83649*BrCl
446,375,5,"Cl, Cl², SnBr, SnCl, BrCl",No,0.22077150526440265,0.014076232243027993,0.22114989176548486,0.2245687992707698,0.2052211900475929,0.24219400065814553,0.2198519206052906,0.2120216157402145,0.21407860021903818,0.24377578938869787,0.6206185307103951,0.14841674984072947,0.23875246071143086,0,0,1,0,0,1,1,1,1,Eg = 1.61245 + 8.24987*Cl - 6.84809*Cl² - 0.45505*SnBr - 0.49655*SnCl - 5.03817*BrCl
447,255,4,"Cl², SnBr, SnCl, BrCl",No,0.22095751490212842,0.012370477612261803,0.22125481142772768,0.22642812313804125,0.20785003773893504,0.23884728883923867,0.22017711297654455,0.2114850118178827,0.21501685380949154,0.23842858706980388,0.6370793988324164,0.1486471521023829,0.23525082373185136,0,0,0,0,0,1,1,1,1,Eg = 1.61156 + 1.39157*Cl² - 0.35898*SnBr - 0.46985*SnCl + 3.24446*BrCl
448,32,2,"Sn², Cl²",No,0.22289873615255176,0.01521726450197843,0.2233003365370784,0.2218633551525109,0.2087389501010718,0.23167596202206728,0.24381440494482026,0.2084010085422884,0.22242094398360476,0.2778763262298897,0.5070554513078989,0.5844150549860786,0.2830599525409703,0,0,0,1,0,1,0,0,0,Eg = 1.65971 - 0.37968*Sn² + 1.75900*Cl²
449,107,3,"Cl, SnBr, SnCl",No,0.22345192771456693,0.014382395358199395,0.22381281217604804,0.21480246024691935,0.20738283156535278,0.24296469228045417,0.23312893119562098,0.21898072328448745,0.22112977584662916,0.24619322497541996,0.6130568471628014,0.2961979040010891,0.24693385728247164,0,0,1,0,0,0,1,1,0,Eg = 1.61515 + 1.74036*Cl - 0.26896*SnBr - 0.58813*SnCl
450,105,3,"Cl, Cl², SnCl",No,0.22350315367259638,0.011647544320032264,0.2237664438938497,0.23423130431288322,0.21078349513876624,0.23595224279014776,0.22357143314628317,0.21297729297490162,0.21649927477938774,0.226207327328094,0.6733307102041164,0.1502038337692003,0.22836132782886054,0,0,1,0,0,1,0,1,0,Eg = 1.60466 + 3.11697*Cl - 1.67925*Cl² - 0.62892*SnCl
451,115,3,"Sn², Cl², SnCl",No,0.22360906683947213,0.015171679489971704,0.22400960505332584,0.225222219694633,0.20888265963824196,0.23169659345631397,0.2437743108072457,0.20846955060092603,0.2224040588071147,0.2781869245191468,0.5059528507068081,0.5855939065203173,0.2833682050893099,0,0,0,1,0,1,0,1,0,Eg = 1.65998 - 0.38274*Sn² + 1.74776*Cl² + 0.05662*SnCl
452,239,4,"Cl, Cl², SnCl, BrCl",No,0.22374076860083628,0.011787981506796316,0.22401027728688427,0.23506872321626912,0.21097158351652637,0.23594895205164026,0.2237167700278058,0.21299781419193986,0.21649300874306435,0.22621483357365602,0.673309030087746,0.15036783748007543,0.22838514267481852,0,0,1,0,0,1,0,1,1,Eg = 1.60461 + 3.75227*Cl - 2.31252*Cl² - 0.63363*SnCl - 0.64364*BrCl
