model_id,id,Sn,Br,Cl,Cs,Bg,prediction,shap_base_value,shap_term__Sn,shap_term__Br,shap_term__Cl,shap_term__Cs,shap_term__Sn^2,shap_term__Br^2,shap_term__Cs*Sn,shap_term__Cs*Br,shap_reconstruction_error
m4_pruned,16,0.0,0.177,0.0,0.0,1.64,1.628647864985522,1.6512277992278002,0.15521414249154353,-0.010082210352316965,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.026874255487811197,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,17,0.5,0.0,0.0,0.05,1.26,1.2315975960287815,1.6512277992278002,-0.39600569715345546,-0.07445978109975991,-0.03855881486678118,-0.010112122226527747,0.13393790933504213,-0.0384281101147988,3.965139000934317e-06,0.003992447788261507,4.440892098500626e-16
m4_pruned,18,0.0,0.0,0.0,0.05,1.54,1.5600976755383982,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,19,0.0,0.8,0.2,1.0,2.33,2.423504331476608,1.6512277992278002,0.15521414249154353,0.21651229007512351,0.2660540584135703,0.1301313603923003,-0.09553823896640644,0.1975981582395076,0.006760353305067199,-0.10445559170189815,4.440892098500626e-16
m4_pruned,20,0.0,0.15,0.0,0.05,1.616,1.6219360370102998,1.6512277992278002,0.15521414249154353,-0.01990251775446928,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03013031161796772,0.006760353305067199,0.0029757474180412604,4.440892098500626e-16
m4_pruned,21,0.0,0.256,0.0,0.3,1.72,1.7038729960393202,1.6512277992278002,0.15521414249154353,0.018651281676202777,-0.03855881486678118,0.02679405741000595,-0.09553823896640644,-0.014259020235317827,0.006760353305067199,-0.006418564002793818,4.440892098500626e-16
m4_pruned,22,0.0,0.256,0.0,0.2,1.7,1.692580861448392,1.6512277992278002,0.15521414249154353,0.018651281676202777,-0.03855881486678118,0.012031585555392472,-0.09553823896640644,-0.014259020235317827,0.006760353305067199,-0.002948226739108711,4.440892098500626e-16
m4_pruned,23,0.4,0.0,0.0,1.0,1.38,1.298127810697094,1.6512277992278002,-0.2857617292244557,-0.07445978109975991,-0.03855881486678118,0.1301313603923003,0.051326495946520674,-0.0384281101147988,-0.10134185735199304,0.003992447788261507,4.440892098500626e-16
m4_pruned,24,0.0,1.0,0.0,0.0,2.296,2.2852225728832996,1.6512277992278002,0.15521414249154353,0.28925530786884435,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.3303629341888049,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,25,0.0,0.095,0.0,0.2,1.64,1.6175470150092848,1.6512277992278002,0.15521414249154353,-0.039906847647742515,-0.03855881486678118,0.012031585555392472,-0.09553823896640644,-0.03509977093995877,0.006760353305067199,0.0014168068503702148,4.440892098500626e-16
m4_pruned,26,0.0,0.256,0.0,0.2,1.71,1.692580861448392,1.6512277992278002,0.15521414249154353,0.018651281676202777,-0.03855881486678118,0.012031585555392472,-0.09553823896640644,-0.014259020235317827,0.006760353305067199,-0.002948226739108711,4.440892098500626e-16
m4_pruned,27,0.0,0.5,0.0,0.05,1.85,1.830763979864534,1.6512277992278002,0.15521414249154353,0.10739776338454221,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,0.05376965096110213,0.006760353305067199,0.0006034465541940178,4.440892098500626e-16
m4_pruned,28,0.0,0.6,0.0,0.0,1.92,1.9037102689415515,1.6512277992278002,0.15521414249154353,0.14376927228140263,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.09433666583449853,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,29,0.0,0.02,0.0,0.02,1.6,1.5630365281593628,1.6512277992278002,0.15521414249154353,-0.06718547932038783,-0.03855881486678118,-0.01454086378291179,-0.09553823896640644,-0.038280593697077356,0.006760353305067199,0.003938223768516427,4.440892098500626e-16
m4_pruned,30,0.0,0.667,0.0,0.0,1.974,1.9593854828623365,1.6512277992278002,0.15521414249154353,0.16813818324229912,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.1256429687943872,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,31,0.0,0.1,0.0,0.0,1.65,1.592775858950988,1.6512277992278002,0.15521414249154353,-0.03808827220289949,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.034740199671762756,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,32,0.0,0.59,0.0,0.0,1.96,1.8956845046246524,1.6512277992278002,0.15521414249154353,0.14013212139171657,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.08994805240728564,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,33,0.6,0.0,0.0,0.0,1.25,1.2216982855911787,1.6512277992278002,-0.5062496650824553,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,0.2349074145876795,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,34,0.0,0.14,0.0,0.08,1.61,1.6211565614658754,1.6512277992278002,0.15521414249154353,-0.023539668644155316,-0.03855881486678118,-0.005683380670143704,-0.09553823896640644,-0.031199805646448163,0.006760353305067199,0.0024741752353992716,4.440892098500626e-16
m4_pruned,35,0.0,0.0,0.0,0.2,1.634,1.5822413833203184,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,0.012031585555392472,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,36,0.0,0.033,0.0,0.1,1.55,1.5794357746860188,1.6512277992278002,0.15521414249154353,-0.062457183163795976,-0.03855881486678118,-0.002730886299221007,-0.09553823896640644,-0.03802649666755217,0.006760353305067199,0.003545099625364598,4.440892098500626e-16
m4_pruned,37,0.0,0.2,0.0,0.0,1.57,1.6402110991769565,1.6512277992278002,0.15521414249154353,-0.0017167633060390596,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.023676468342654647,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,38,0.5,0.0,0.0,0.0,1.254,1.2309727482675412,1.6512277992278002,-0.39600569715345546,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,0.13393790933504213,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,39,0.6,0.3,0.0,0.0,1.25,1.3640040062690841,1.6512277992278002,-0.5062496650824553,0.03465474559082136,-0.03855881486678118,-0.017493358153834487,0.2349074145876795,-0.005236916127474465,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,40,0.0,0.0,0.0,0.11,1.62,1.5689551586511663,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.00125463911375966,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,41,0.0,0.7,0.0,0.0,2.03,1.9880246135978803,1.6512277992278002,0.15521414249154353,0.18014078117826304,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.14227950159396702,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,42,0.25,0.167,0.0,0.05,1.34,1.4083723055883894,1.6512277992278002,-0.12039577733095595,-0.013719361242003,-0.03855881486678118,-0.010112122226527747,-0.0381692018910443,-0.028142896680215596,0.0033821592220340665,0.002860521376082965,4.440892098500626e-16
m4_pruned,43,0.0,0.256,0.0,0.0,1.72,1.6699965922665352,1.6512277992278002,0.15521414249154353,0.018651281676202777,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.014259020235317827,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,44,0.0,0.0,0.0,0.23,1.644,1.5866701248767026,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,0.016460327111776515,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,45,0.0,0.025,0.0,0.0,1.6,1.5620398112379965,1.6512277992278002,0.15521414249154353,-0.06536690387554481,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03819761571210904,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,46,0.0,0.15,0.0,0.05,1.63,1.6219360370102998,1.6512277992278002,0.15521414249154353,-0.01990251775446928,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03013031161796772,0.006760353305067199,0.0029757474180412604,4.440892098500626e-16
m4_pruned,47,0.0,0.023,0.0,0.0,1.61,1.561276977119806,1.6512277992278002,0.15521414249154353,-0.06609433405348203,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03823301965236219,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,48,0.0,0.095,0.0,0.3,1.63,1.6310216663949524,1.6512277992278002,0.15521414249154353,-0.039906847647742515,-0.03855881486678118,0.02679405741000595,-0.09553823896640644,-0.03509977093995877,0.006760353305067199,0.00012898638142456987,4.440892098500626e-16
m4_pruned,49,0.0,0.3,0.0,0.15,1.72,1.711065665849596,1.6512277992278002,0.15521414249154353,0.03465474559082136,-0.03855881486678118,0.004650349628085731,-0.09553823896640644,-0.005236916127474465,0.006760353305067199,-0.0021077544330599727,4.440892098500626e-16
m4_pruned,50,0.75,0.4,0.0,0.0,1.34,1.4467006164978706,1.6512277992278002,-0.671615616975955,0.0710262544876818,-0.03855881486678118,-0.017493358153834487,0.4207830947118529,0.020578456973777807,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,51,0.0,0.067,0.0,0.05,1.57,1.5856679633318085,1.6512277992278002,0.15521414249154353,-0.05009087013886343,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03677260711691992,0.006760353305067199,0.0035383216228964637,4.440892098500626e-16
m4_pruned,52,0.0,0.05,0.0,0.05,1.538,1.578866507474181,1.6512277992278002,0.15521414249154353,-0.056274026651329696,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03750613250403979,0.006760353305067199,0.0036535476648547577,4.440892098500626e-16
m4_pruned,53,0.084,0.173,0.0,0.05,1.38,1.5456220672053431,1.6512277992278002,0.0626092094311837,-0.011537070708191384,-0.03855881486678118,-0.010112122226527747,-0.08906150415674635,-0.027390562949836245,0.005625280093168067,0.0028198533612741558,4.440892098500626e-16
m4_pruned,54,0.25,0.4,0.0,0.0,1.59,1.5389681595399725,1.6512277992278002,-0.12039577733095595,0.0710262544876818,-0.03855881486678118,-0.017493358153834487,-0.0381692018910443,0.020578456973777807,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,55,0.0,0.12,0.0,0.0,1.62,1.6016728413252959,1.6512277992278002,0.15521414249154353,-0.030813970423527407,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.033117519076826904,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,56,1.0,0.0,0.0,0.2,1.2,1.3436551919075848,1.6512277992278002,-0.9472255367984544,-0.07445978109975991,-0.03855881486678118,0.012031585555392472,0.8223663542393879,-0.0384281101147988,-0.04729075202346292,0.003992447788261507,4.440892098500626e-16
m4_pruned,57,0.0,0.01,0.0,0.01,1.6,1.5578531607857329,1.6512277992278002,0.15521414249154353,-0.07082263021007387,-0.03855881486678118,-0.01601711096837314,-0.09553823896640644,-0.03839123101036844,0.006760353305067199,0.003978891783325237,4.440892098500626e-16
m4_pruned,58,0.0,0.0,0.0,0.17,1.633,1.5778126417639344,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,0.0076028439990084296,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,59,0.02,0.0,0.0,0.17,1.51,1.5552121412248316,1.6512277992278002,0.13316534890574358,-0.07445978109975991,-0.03855881486678118,0.0076028439990084296,-0.09517107712912413,-0.0384281101147988,0.005841484514482187,0.003992447788261507,4.440892098500626e-16
m4_pruned,60,0.0,0.33,0.67,0.0,2.81,2.733356889184571,1.6512277992278002,0.15521414249154353,0.045566198259879495,0.9818943106223965,-0.017493358153834487,-0.09553823896640644,0.00173323460986365,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,61,0.0,0.01,0.0,0.0,1.581,1.5563904696052078,1.6512277992278002,0.15521414249154353,-0.07082263021007387,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03839123101036844,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,62,0.0,0.2,0.0,0.0,1.62,1.6402110991769565,1.6512277992278002,0.15521414249154353,-0.0017167633060390596,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.023676468342654647,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,63,0.0,0.333,0.0,0.13,1.72,1.7280512532235053,1.6512277992278002,0.15521414249154353,0.046657343526785314,-0.03855881486678118,0.0016978552571630364,-0.09553823896640644,0.0024667599969835194,0.006760353305067199,-0.001875946748649757,4.440892098500626e-16
m4_pruned,64,0.0,0.0,0.0,0.09,1.59,1.5660026642802436,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.004207133484682357,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,65,0.5,0.2,0.0,0.0,1.35,1.3184674078334062,1.6512277992278002,-0.39600569715345546,-0.0017167633060390596,-0.03855881486678118,-0.017493358153834487,0.13393790933504213,-0.023676468342654647,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,66,0.0,0.667,0.0,0.0,1.976,1.9593854828623365,1.6512277992278002,0.15521414249154353,0.16813818324229912,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.1256429687943872,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,67,0.0,0.167,0.0,0.0,1.65,1.6237420729034318,1.6512277992278002,0.15521414249154353,-0.013719361242003,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.028142896680215596,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,68,1.0,0.0,1.0,1.0,2.8,2.7686149118321297,1.6512277992278002,-0.9472255367984544,-0.07445978109975991,1.4845055515349765,0.1301313603923003,0.8223663542393879,-0.0384281101147988,-0.2634951733375834,0.003992447788261507,4.440892098500626e-16
m4_pruned,69,0.0,0.14,0.0,0.2,1.59,1.6365941188621183,1.6512277992278002,0.15521414249154353,-0.023539668644155316,-0.03855881486678118,0.012031585555392472,-0.09553823896640644,-0.031199805646448163,0.006760353305067199,0.00019676640610591877,4.440892098500626e-16
m4_pruned,70,0.75,0.0,0.0,0.0,1.24,1.2422080138218523,1.6512277992278002,-0.671615616975955,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,0.4207830947118529,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,71,0.0,0.38,0.0,0.0,1.777,1.7441816002166015,1.6512277992278002,0.15521414249154353,0.0637519527083097,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.014825316682641579,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,72,0.0,0.083,0.0,0.0,1.65,1.5854453934996933,1.6512277992278002,0.15521414249154353,-0.04427142871536576,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03588750861059127,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,73,0.0,0.0,0.0,0.0,1.544,1.5527164396110915,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,74,1.0,0.667,0.0,1.0,1.64,1.5618010357566965,1.6512277992278002,-0.9472255367984544,0.16813818324229912,-0.03855881486678118,0.1301313603923003,0.8223663542393879,0.1256429687943872,-0.2634951733375834,-0.0864261051366591,4.440892098500626e-16
m4_pruned,75,0.0,0.1,0.0,0.05,1.59,1.599479294631481,1.6512277992278002,0.15521414249154353,-0.03808827220289949,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.034740199671762756,0.006760353305067199,0.003314647541448009,4.440892098500626e-16
m4_pruned,76,0.5,0.0,0.0,0.025,1.27,1.2312851721481612,1.6512277992278002,-0.39600569715345546,-0.07445978109975991,-0.03855881486678118,-0.013802740190181118,0.13393790933504213,-0.0384281101147988,0.0033821592220340665,0.003992447788261507,4.440892098500626e-16
m4_pruned,77,0.0,0.17,0.0,0.05,1.63,1.631435041423852,1.6512277992278002,0.15521414249154353,-0.012628215975097187,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.027770048934424647,0.006760353305067199,0.0028401873686785604,4.440892098500626e-16
m4_pruned,78,0.0,0.17,0.0,0.05,1.616,1.631435041423852,1.6512277992278002,0.15521414249154353,-0.012628215975097187,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.027770048934424647,0.006760353305067199,0.0028401873686785604,4.440892098500626e-16
m4_pruned,79,0.0,0.01,0.0,0.05,1.55,1.5637039255078333,1.6512277992278002,0.15521414249154353,-0.07082263021007387,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03839123101036844,0.006760353305067199,0.003924667763580157,4.440892098500626e-16
m4_pruned,80,0.0,0.13,0.0,0.0,1.6,1.606231969825741,1.6512277992278002,0.15521414249154353,-0.02717681953384136,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.032195541466067894,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,81,0.0,0.15,0.0,0.1,1.63,1.6283005725673863,1.6512277992278002,0.15521414249154353,-0.01990251775446928,-0.03855881486678118,-0.002730886299221007,-0.09553823896640644,-0.03013031161796772,0.006760353305067199,0.0019590470478210134,4.440892098500626e-16
m4_pruned,82,0.0,0.103,0.0,1.0,1.75,1.7277536314256512,1.6512277992278002,0.15521414249154353,-0.03699712693599368,-0.03855881486678118,0.1301313603923003,-0.09553823896640644,-0.034515605925781866,0.006760353305067199,-0.009970237296096548,4.440892098500626e-16
m4_pruned,83,0.0,0.14,0.0,0.0,1.62,1.6108648565350467,1.6512277992278002,0.15521414249154353,-0.023539668644155316,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.031199805646448163,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,84,0.0,0.0,0.0,0.0,1.56,1.5527164396110915,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,85,0.0,0.025,0.0,0.0,1.54,1.5620398112379965,1.6512277992278002,0.15521414249154353,-0.06536690387554481,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03819761571210904,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,86,0.6,0.0,0.0,0.0,1.25,1.2216982855911787,1.6512277992278002,-0.5062496650824553,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,0.2349074145876795,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,87,0.0,0.15,0.0,0.07,1.55,1.6244818512331343,1.6512277992278002,0.15521414249154353,-0.01990251775446928,-0.03855881486678118,-0.007159627855605051,-0.09553823896640644,-0.03013031161796772,0.006760353305067199,0.0025690672699531614,4.440892098500626e-16
m4_pruned,88,0.0,0.3,0.0,0.4,1.76,1.7378048417839271,1.6512277992278002,0.15521414249154353,0.03465474559082136,-0.03855881486678118,0.041556529264619425,-0.09553823896640644,-0.005236916127474465,0.006760353305067199,-0.012274758135262439,4.440892098500626e-16
m4_pruned,89,0.2,0.0,0.0,0.0,1.5,1.3689446874813236,1.6512277992278002,-0.06527379336645607,-0.07445978109975991,-0.03855881486678118,-0.017493358153834487,-0.058822055238174666,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,90,0.0,0.0,0.0,0.05,1.51,1.5600976755383982,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,91,0.0,0.17,0.0,0.1,1.73,1.6376640169315761,1.6512277992278002,0.15521414249154353,-0.012628215975097187,-0.03855881486678118,-0.002730886299221007,-0.09553823896640644,-0.027770048934424647,0.006760353305067199,0.0016879269490956141,4.440892098500626e-16
m4_pruned,92,0.0,0.017,0.0,0.0,1.58,1.5590061767353616,1.6512277992278002,0.15521414249154353,-0.06827662458729365,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.038321529502995055,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,93,0.01,0.0,0.0,0.17,1.52,1.5664206010350625,1.6512277992278002,0.14418974569864354,-0.07445978109975991,-0.03855881486678118,0.0076028439990084296,-0.09544644850708586,-0.0384281101147988,0.006300918909774693,0.003992447788261507,4.440892098500626e-16
m4_pruned,94,0.0,0.15,0.0,0.06,1.64,1.623208944121717,1.6512277992278002,0.15521414249154353,-0.01990251775446928,-0.03855881486678118,-0.0086358750410664,-0.09553823896640644,-0.03013031161796772,0.006760353305067199,0.0027724073439972107,4.440892098500626e-16
m4_pruned,95,0.0,0.03,0.0,1.0,1.77,1.7075177212852768,1.6512277992278002,0.15521414249154353,-0.0635483284307018,-0.03855881486678118,0.1301313603923003,-0.09553823896640644,-0.03809619817492556,0.006760353305067199,-7.435369261947963e-05,4.440892098500626e-16
m4_pruned,96,0.0,0.3,0.0,0.15,1.7,1.711065665849596,1.6512277992278002,0.15521414249154353,0.03465474559082136,-0.03855881486678118,0.004650349628085731,-0.09553823896640644,-0.005236916127474465,0.006760353305067199,-0.0021077544330599727,4.440892098500626e-16
m4_pruned,97,0.0,0.0,0.0,0.4,1.62,1.6117663270295455,1.6512277992278002,0.15521414249154353,-0.07445978109975991,-0.03855881486678118,0.041556529264619425,-0.09553823896640644,-0.0384281101147988,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,98,0.0,0.5,0.0,0.0,1.853,1.8267717451712946,1.6512277992278002,0.15521414249154353,0.10739776338454221,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.05376965096110213,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,99,0.0,0.833,0.0,0.0,2.113,2.111591157662722,1.6512277992278002,0.15521414249154353,0.2285148880110874,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,0.21747193882598445,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,100,0.0,0.05,0.0,0.0,1.6,1.5718241716702808,1.6512277992278002,0.15521414249154353,-0.056274026651329696,-0.03855881486678118,-0.017493358153834487,-0.09553823896640644,-0.03750613250403979,0.006760353305067199,0.003992447788261507,4.440892098500626e-16
m4_pruned,101,0.0,0.133,0.0,0.05,1.61,1.614093852825647,1.6512277992278002,0.15521414249154353,-0.026085674266935546,-0.03855881486678118,-0.010112122226527747,-0.09553823896640644,-0.03190456533211235,0.006760353305067199,0.003090973459999555,4.440892098500626e-16
